Header_line;24
location;Drammen - Norway
year_of_construction;1986
floor_area;3327
number_of_users;49
number_of_units;5
building_category;Nsh
energy_label;C
notes;Renovated/expanded in 2009
central_heating_system;0
dhw_heat_source;HWH
sh_heat_source;EH
ventilation_heat_source;EHB
ventilation_types;DCV
night_setback;1
lighting_control;0
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6410

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Electricity use;Heat use
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Electricity for DHW production and heat tracing;Domestic Hot Water
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;ElDHW;HtDHW
2018-01-13T03:00:00+0100;-3.08;0.0;1.67;344.68;61000.0;;
2018-01-13T04:00:00+0100;-3.11;0.0;2.02;356.33;64000.0;;
2018-01-13T05:00:00+0100;-3.12;0.0;1.85;354.46;120000.0;;
2018-01-13T06:00:00+0100;-3.06;-0.0;1.78;350.89;107000.0;;
2018-01-13T07:00:00+0100;-3.09;0.0;1.68;356.51;141000.0;;
2018-01-13T08:00:00+0100;-3.04;0.0;1.47;25.73;152000.0;;
2018-01-13T09:00:00+0100;-2.91;2.11;1.59;49.07;140000.0;;
2018-01-13T10:00:00+0100;-2.89;9.45;1.62;21.47;159000.0;;
2018-01-13T11:00:00+0100;-2.81;22.29;1.61;30.13;151000.0;;
2018-01-13T12:00:00+0100;-2.55;42.95;1.25;55.38;157000.0;;
2018-01-13T13:00:00+0100;-2.37;33.1;1.09;55.08;149000.0;;
2018-01-13T14:00:00+0100;-2.26;13.76;1.18;67.56;141000.0;;
2018-01-13T15:00:00+0100;-2.29;1.56;1.25;86.43;155000.0;;
2018-01-13T16:00:00+0100;-2.26;0.0;1.6;54.91;143000.0;;
2018-01-13T17:00:00+0100;-2.33;0.0;1.3;50.16;149000.0;;
2018-01-13T18:00:00+0100;-2.5;0.0;1.25;30.78;133000.0;;
2018-01-13T19:00:00+0100;-2.66;0.0;1.25;22.4;143000.0;;
2018-01-13T20:00:00+0100;-2.58;0.0;0.9;29.7;133000.0;;
2018-01-13T21:00:00+0100;-2.93;0.0;0.71;14.88;125000.0;;
2018-01-13T22:00:00+0100;-3.24;0.0;0.89;69.29;74000.0;;
2018-01-13T23:00:00+0100;-3.2;0.0;1.73;288.38;78000.0;;
2018-01-14T00:00:00+0100;-3.41;0.0;1.28;306.02;72000.0;;
2018-01-14T01:00:00+0100;-3.13;0.0;0.85;303.81;65000.0;;
2018-01-14T02:00:00+0100;-2.47;0.0;0.61;316.93;67000.0;;
2018-01-14T03:00:00+0100;-3.33;0.0;1.3;299.5;66000.0;;
2018-01-14T04:00:00+0100;-3.14;0.0;0.96;280.2;66000.0;;
2018-01-14T05:00:00+0100;-3.76;0.0;1.46;259.86;125000.0;;
2018-01-14T06:00:00+0100;-4.35;-0.0;1.66;241.33;106000.0;;
2018-01-14T07:00:00+0100;-3.92;0.0;1.71;240.76;145000.0;;
2018-01-14T08:00:00+0100;-3.86;0.0;1.39;229.91;154000.0;;
2018-01-14T09:00:00+0100;-3.55;5.6;1.02;242.12;151000.0;;
2018-01-14T10:00:00+0100;-3.75;41.08;1.86;194.57;151000.0;;
2018-01-14T11:00:00+0100;-3.2;111.91;2.57;160.56;150000.0;;
2018-01-14T12:00:00+0100;-3.0;102.06;2.84;163.91;157000.0;;
2018-01-14T13:00:00+0100;-2.91;36.55;2.23;167.66;142000.0;;
2018-01-14T14:00:00+0100;-2.93;14.12;2.21;155.82;145000.0;;
2018-01-14T15:00:00+0100;-3.03;1.8;1.87;152.48;142000.0;;
2018-01-14T16:00:00+0100;-3.25;-0.01;2.55;152.91;154000.0;;
2018-01-14T17:00:00+0100;-3.51;0.02;4.0;148.17;140000.0;;
2018-01-14T18:00:00+0100;-3.18;0.0;4.56;151.23;141000.0;;
2018-01-14T19:00:00+0100;-2.69;0.0;4.52;174.07;135000.0;;
2018-01-14T20:00:00+0100;-2.3;0.0;3.72;190.28;135000.0;;
2018-01-14T21:00:00+0100;-2.26;0.0;2.63;192.9;125000.0;;
2018-01-14T22:00:00+0100;-1.83;0.0;2.2;183.78;78000.0;;
2018-01-14T23:00:00+0100;-1.8;0.0;3.44;197.78;77000.0;;
2018-01-15T00:00:00+0100;-1.52;0.0;3.57;185.94;71000.0;;
2018-01-15T01:00:00+0100;-1.25;0.0;5.13;185.26;62000.0;;
2018-01-15T02:00:00+0100;-0.67;0.0;6.3;187.53;60000.0;;
2018-01-15T03:00:00+0100;-0.98;0.0;6.59;182.41;60000.0;;
2018-01-15T04:00:00+0100;-1.13;0.0;7.19;190.02;60000.0;;
2018-01-15T05:00:00+0100;-1.22;0.0;8.41;184.02;121000.0;;
2018-01-15T06:00:00+0100;-1.24;-0.0;6.93;170.46;106000.0;;
2018-01-15T07:00:00+0100;-1.27;0.0;7.72;175.28;161000.0;;
2018-01-15T08:00:00+0100;-1.63;0.0;5.95;171.81;183000.0;;
2018-01-15T09:00:00+0100;-1.88;1.63;9.06;169.69;174000.0;;
2018-01-15T10:00:00+0100;-1.93;5.34;8.73;170.0;178000.0;;
2018-01-15T11:00:00+0100;-1.88;6.33;8.69;169.05;163000.0;;
2018-01-15T12:00:00+0100;-1.63;7.32;8.94;169.61;163000.0;;
2018-01-15T13:00:00+0100;-1.23;7.29;9.9;169.53;161000.0;;
2018-01-15T14:00:00+0100;-0.41;4.69;9.79;161.7;157000.0;;
2018-01-15T15:00:00+0100;-0.67;0.85;9.25;157.77;150000.0;;
2018-01-15T16:00:00+0100;-0.89;-0.01;9.36;154.53;150000.0;;
2018-01-15T17:00:00+0100;-1.25;0.0;8.76;152.22;142000.0;;
2018-01-15T18:00:00+0100;-1.56;0.0;7.97;148.37;141000.0;;
2018-01-15T19:00:00+0100;-1.67;0.0;7.43;149.81;139000.0;;
2018-01-15T20:00:00+0100;-1.51;0.0;7.94;155.37;136000.0;;
2018-01-15T21:00:00+0100;-1.07;0.0;8.43;159.27;122000.0;;
2018-01-15T22:00:00+0100;-1.21;0.0;8.01;157.21;88000.0;;
2018-01-15T23:00:00+0100;-0.78;0.0;8.51;161.83;82000.0;;
2018-01-16T00:00:00+0100;-0.61;0.0;8.8;161.18;79000.0;;
2018-01-16T01:00:00+0100;-0.46;0.0;8.5;157.94;71000.0;;
2018-01-16T02:00:00+0100;-0.25;0.0;7.76;153.19;66000.0;;
2018-01-16T03:00:00+0100;-0.11;0.0;7.61;150.48;65000.0;;
2018-01-16T04:00:00+0100;-0.43;0.0;6.34;144.28;63000.0;;
2018-01-16T05:00:00+0100;-0.43;0.0;6.27;141.0;119000.0;;
2018-01-16T06:00:00+0100;-0.45;-0.0;5.94;136.27;102000.0;;
2018-01-16T07:00:00+0100;-0.39;0.0;5.3;131.52;130000.0;;
2018-01-16T08:00:00+0100;-0.39;0.0;4.59;125.98;145000.0;;
2018-01-16T09:00:00+0100;-0.38;0.68;3.88;117.14;145000.0;;
2018-01-16T10:00:00+0100;-0.45;2.41;2.93;100.38;151000.0;;
2018-01-16T11:00:00+0100;-0.39;3.73;2.02;80.47;155000.0;;
2018-01-16T12:00:00+0100;-0.27;7.22;1.61;38.72;152000.0;;
2018-01-16T13:00:00+0100;-0.06;29.87;1.41;12.27;145000.0;;
2018-01-16T14:00:00+0100;0.34;54.26;1.3;320.07;134000.0;;
2018-01-16T15:00:00+0100;0.16;8.05;1.68;210.27;135000.0;;
2018-01-16T16:00:00+0100;-0.16;-0.02;2.5;204.84;129000.0;;
2018-01-16T17:00:00+0100;-0.84;0.0;2.41;216.4;131000.0;;
2018-01-16T18:00:00+0100;-1.64;0.0;2.4;211.06;124000.0;;
2018-01-16T19:00:00+0100;-1.13;0.0;1.9;231.36;129000.0;;
2018-01-16T20:00:00+0100;-0.71;0.0;1.29;285.52;125000.0;;
2018-01-16T21:00:00+0100;-0.41;0.0;1.47;341.2;114000.0;;
2018-01-16T22:00:00+0100;-0.67;0.0;0.96;329.9;76000.0;;
2018-01-16T23:00:00+0100;-0.86;0.0;0.7;15.97;77000.0;;
2018-01-17T00:00:00+0100;-0.68;0.0;1.21;342.87;68000.0;;
2018-01-17T01:00:00+0100;-0.96;0.0;1.54;335.8;65000.0;;
2018-01-17T02:00:00+0100;-1.44;0.0;1.26;322.1;63000.0;;
2018-01-17T03:00:00+0100;-1.46;0.0;1.36;314.7;62000.0;;
2018-01-17T04:00:00+0100;-1.53;0.0;1.69;290.79;65000.0;;
2018-01-17T05:00:00+0100;-1.7;0.0;2.85;297.78;122000.0;;
2018-01-17T06:00:00+0100;-1.68;-0.0;2.4;296.41;103000.0;;
2018-01-17T07:00:00+0100;-1.76;0.0;2.82;299.04;137000.0;;
2018-01-17T08:00:00+0100;-2.05;0.0;3.26;290.18;163000.0;;
2018-01-17T09:00:00+0100;-2.12;13.5;2.77;296.13;164000.0;;
2018-01-17T10:00:00+0100;-2.13;74.37;2.86;296.32;161000.0;;
2018-01-17T11:00:00+0100;-2.0;119.52;3.29;292.53;156000.0;;
2018-01-17T12:00:00+0100;-2.1;132.66;3.31;298.04;157000.0;;
2018-01-17T13:00:00+0100;-1.59;112.68;2.94;293.06;156000.0;;
2018-01-17T14:00:00+0100;-1.69;69.08;3.22;293.82;156000.0;;
2018-01-17T15:00:00+0100;-2.04;15.28;3.15;291.71;156000.0;;
2018-01-17T16:00:00+0100;-2.87;0.0;3.4;285.07;155000.0;;
2018-01-17T17:00:00+0100;-3.55;0.0;3.62;285.86;141000.0;;
2018-01-17T18:00:00+0100;-4.33;0.0;3.62;286.41;137000.0;;
2018-01-17T19:00:00+0100;-4.52;0.0;3.83;285.86;154000.0;;
2018-01-17T20:00:00+0100;-5.29;0.0;3.78;287.15;143000.0;;
2018-01-17T21:00:00+0100;-4.82;0.0;3.5;287.88;126000.0;;
2018-01-17T22:00:00+0100;-5.12;0.0;3.4;281.36;77000.0;;
2018-01-17T23:00:00+0100;-4.99;0.0;3.47;278.87;78000.0;;
2018-01-18T00:00:00+0100;-4.65;0.0;3.41;284.11;80000.0;;
2018-01-18T01:00:00+0100;-4.49;0.0;3.43;280.17;77000.0;;
2018-01-18T02:00:00+0100;-4.12;0.0;3.44;283.83;74000.0;;
2018-01-18T03:00:00+0100;-3.67;0.0;3.13;282.98;73000.0;;
2018-01-18T04:00:00+0100;-3.73;0.0;2.67;274.69;70000.0;;
2018-01-18T05:00:00+0100;-3.31;0.0;2.45;293.31;126000.0;;
2018-01-18T06:00:00+0100;-3.35;-0.0;2.63;289.07;109000.0;;
2018-01-18T07:00:00+0100;-3.02;0.0;2.65;285.15;152000.0;;
2018-01-18T08:00:00+0100;-3.12;0.0;2.07;296.42;166000.0;;
2018-01-18T09:00:00+0100;-2.8;8.71;2.04;308.9;165000.0;;
2018-01-18T10:00:00+0100;-2.54;21.64;1.89;319.51;162000.0;;
2018-01-18T11:00:00+0100;-2.64;36.2;1.56;340.88;170000.0;;
2018-01-18T12:00:00+0100;-2.48;45.78;1.75;343.07;167000.0;;
2018-01-18T13:00:00+0100;-2.32;45.3;2.11;358.0;158000.0;;
2018-01-18T14:00:00+0100;-2.16;31.22;2.32;357.15;156000.0;;
2018-01-18T15:00:00+0100;-2.33;7.8;2.33;353.34;155000.0;;
2018-01-18T16:00:00+0100;-2.5;0.0;2.29;358.53;158000.0;;
2018-01-18T17:00:00+0100;-2.73;0.0;2.48;355.2;145000.0;;
2018-01-18T18:00:00+0100;-2.72;0.0;2.28;3.38;151000.0;;
2018-01-18T19:00:00+0100;-3.48;0.0;2.19;351.74;147000.0;;
2018-01-18T20:00:00+0100;-3.43;0.0;2.02;333.68;144000.0;;
2018-01-18T21:00:00+0100;-2.98;0.0;2.14;319.16;121000.0;;
2018-01-18T22:00:00+0100;-3.15;0.0;2.04;316.3;78000.0;;
2018-01-18T23:00:00+0100;-3.41;0.0;2.47;314.26;78000.0;;
2018-01-19T00:00:00+0100;-3.86;0.0;2.44;309.77;77000.0;;
2018-01-19T01:00:00+0100;-4.1;0.0;2.74;299.48;70000.0;;
2018-01-19T02:00:00+0100;-4.51;0.0;2.86;295.64;69000.0;;
2018-01-19T03:00:00+0100;-4.46;0.0;2.77;295.47;69000.0;;
2018-01-19T04:00:00+0100;-4.32;0.0;2.06;293.81;68000.0;;
2018-01-19T05:00:00+0100;-4.17;0.0;1.96;295.89;130000.0;;
2018-01-19T06:00:00+0100;-4.62;-0.0;1.66;290.61;112000.0;;
2018-01-19T07:00:00+0100;-4.44;0.0;1.64;282.92;146000.0;;
2018-01-19T08:00:00+0100;-3.47;0.0;1.51;279.73;168000.0;;
2018-01-19T09:00:00+0100;-3.45;14.66;1.82;283.48;168000.0;;
2018-01-19T10:00:00+0100;-4.19;51.17;1.01;307.58;168000.0;;
2018-01-19T11:00:00+0100;-3.29;86.35;1.38;302.58;168000.0;;
2018-01-19T12:00:00+0100;-2.75;69.26;0.93;311.52;157000.0;;
2018-01-19T13:00:00+0100;-2.34;28.94;0.43;332.89;162000.0;;
2018-01-19T14:00:00+0100;-2.44;14.15;0.71;30.75;154000.0;;
2018-01-19T15:00:00+0100;-2.39;5.09;0.91;18.29;154000.0;;
2018-01-19T16:00:00+0100;-2.47;0.0;1.15;37.19;154000.0;;
2018-01-19T17:00:00+0100;-2.37;0.0;1.42;81.51;140000.0;;
2018-01-19T18:00:00+0100;-2.33;0.0;1.51;88.8;140000.0;;
2018-01-19T19:00:00+0100;-2.15;0.0;1.47;89.9;139000.0;;
2018-01-19T20:00:00+0100;-1.93;0.0;1.88;112.98;127000.0;;
2018-01-19T21:00:00+0100;-1.9;0.0;2.15;147.19;130000.0;;
2018-01-19T22:00:00+0100;-2.11;0.0;1.74;150.0;78000.0;;
2018-01-19T23:00:00+0100;-2.01;0.0;3.0;131.4;79000.0;;
2018-01-20T00:00:00+0100;-2.07;0.0;2.64;135.68;73000.0;;
2018-01-20T01:00:00+0100;-2.09;0.0;2.06;123.05;69000.0;;
2018-01-20T02:00:00+0100;-2.1;0.0;2.03;110.29;65000.0;;
2018-01-20T03:00:00+0100;-2.42;0.0;2.19;101.48;65000.0;;
2018-01-20T04:00:00+0100;-2.84;0.0;2.3;88.48;65000.0;;
2018-01-20T05:00:00+0100;-3.08;0.0;2.99;83.77;123000.0;;
2018-01-20T06:00:00+0100;-3.04;-0.0;2.72;76.5;107000.0;;
2018-01-20T07:00:00+0100;-2.98;0.0;3.0;76.7;137000.0;;
2018-01-20T08:00:00+0100;-2.7;0.0;3.16;88.91;148000.0;;
2018-01-20T09:00:00+0100;-2.41;2.21;3.28;80.67;136000.0;;
2018-01-20T10:00:00+0100;-2.15;6.73;3.28;78.53;149000.0;;
2018-01-20T11:00:00+0100;-1.98;9.19;2.92;74.75;145000.0;;
2018-01-20T12:00:00+0100;-1.99;9.67;3.06;70.1;144000.0;;
2018-01-20T13:00:00+0100;-1.82;9.24;2.79;60.79;145000.0;;
2018-01-20T14:00:00+0100;-1.89;6.9;2.4;57.14;144000.0;;
2018-01-20T15:00:00+0100;-1.99;1.48;2.31;52.64;145000.0;;
2018-01-20T16:00:00+0100;-2.4;0.0;2.37;38.08;143000.0;;
2018-01-20T17:00:00+0100;-2.52;0.0;2.51;33.7;145000.0;;
2018-01-20T18:00:00+0100;-2.62;0.0;2.53;24.13;130000.0;;
2018-01-20T19:00:00+0100;-2.65;0.0;2.82;29.61;140000.0;;
2018-01-20T20:00:00+0100;-2.82;0.0;2.6;28.25;134000.0;;
2018-01-20T21:00:00+0100;-2.87;0.0;2.69;15.98;125000.0;;
2018-01-20T22:00:00+0100;-2.84;0.0;2.51;14.72;71000.0;;
2018-01-20T23:00:00+0100;-2.85;0.0;2.42;7.13;71000.0;;
2018-01-21T00:00:00+0100;-2.78;0.0;2.34;4.51;65000.0;;
2018-01-21T01:00:00+0100;-2.7;0.0;2.3;3.23;64000.0;;
2018-01-21T02:00:00+0100;-2.61;0.0;2.2;357.56;65000.0;;
2018-01-21T03:00:00+0100;-2.49;0.0;2.25;359.23;67000.0;;
2018-01-21T04:00:00+0100;-2.37;0.0;2.29;358.19;68000.0;;
2018-01-21T05:00:00+0100;-2.34;0.0;2.16;354.68;125000.0;;
2018-01-21T06:00:00+0100;-2.36;-0.0;2.26;351.57;110000.0;;
2018-01-21T07:00:00+0100;-2.46;0.0;2.15;342.58;139000.0;;
2018-01-21T08:00:00+0100;-2.28;0.0;2.0;332.48;158000.0;;
2018-01-21T09:00:00+0100;-2.31;26.47;1.67;332.15;145000.0;;
2018-01-21T10:00:00+0100;-3.3;90.04;2.16;294.0;161000.0;;
2018-01-21T11:00:00+0100;-3.93;138.06;2.58;300.05;158000.0;;
2018-01-21T12:00:00+0100;-3.02;155.77;1.96;291.27;146000.0;;
2018-01-21T13:00:00+0100;-2.76;138.99;1.06;282.78;155000.0;;
2018-01-21T14:00:00+0100;-3.7;91.48;0.95;251.98;161000.0;;
2018-01-21T15:00:00+0100;-4.51;27.99;1.34;256.94;161000.0;;
2018-01-21T16:00:00+0100;-5.34;-0.02;1.84;226.13;161000.0;;
2018-01-21T17:00:00+0100;-6.2;0.0;2.3;234.82;154000.0;;
2018-01-21T18:00:00+0100;-6.81;0.0;2.64;243.71;150000.0;;
2018-01-21T19:00:00+0100;-7.36;0.0;2.72;254.07;150000.0;;
2018-01-21T20:00:00+0100;-8.03;0.0;2.47;264.97;144000.0;;
2018-01-21T21:00:00+0100;-7.91;0.0;2.32;256.6;141000.0;;
2018-01-21T22:00:00+0100;-7.71;0.0;2.36;258.34;83000.0;;
2018-01-21T23:00:00+0100;-7.53;0.0;3.23;278.66;82000.0;;
2018-01-22T00:00:00+0100;-7.77;0.0;2.87;277.98;73000.0;;
2018-01-22T01:00:00+0100;-7.71;0.0;2.36;281.17;71000.0;;
2018-01-22T02:00:00+0100;-7.24;0.0;1.52;288.03;105000.0;;
2018-01-22T03:00:00+0100;-7.5;0.0;1.13;311.22;105000.0;;
2018-01-22T04:00:00+0100;-6.55;0.0;1.3;320.13;105000.0;;
2018-01-22T05:00:00+0100;-6.22;0.0;1.39;346.5;105000.0;;
2018-01-22T06:00:00+0100;-5.96;-0.0;2.02;323.31;105000.0;;
2018-01-22T07:00:00+0100;-6.46;0.0;1.8;333.93;105000.0;;
2018-01-22T08:00:00+0100;-6.28;0.0;1.54;317.1;194000.0;;
2018-01-22T09:00:00+0100;-6.04;4.01;2.13;3.03;191000.0;;
2018-01-22T10:00:00+0100;-5.81;7.37;2.13;1.76;181000.0;;
2018-01-22T11:00:00+0100;-5.62;11.63;1.86;355.07;182000.0;;
2018-01-22T12:00:00+0100;-5.61;10.6;2.09;346.19;180000.0;;
2018-01-22T13:00:00+0100;-5.46;14.54;2.0;339.99;173000.0;;
2018-01-22T14:00:00+0100;-5.24;14.08;2.03;346.43;168000.0;;
2018-01-22T15:00:00+0100;-5.33;5.51;1.82;350.31;169000.0;;
2018-01-22T16:00:00+0100;-5.35;0.0;2.0;347.52;167000.0;;
2018-01-22T17:00:00+0100;-5.37;0.0;1.61;335.7;152000.0;;
2018-01-22T18:00:00+0100;-5.33;0.0;1.63;0.25;150000.0;;
2018-01-22T19:00:00+0100;-5.4;0.0;1.21;326.33;153000.0;;
2018-01-22T20:00:00+0100;-5.26;0.0;1.45;359.14;160000.0;;
2018-01-22T21:00:00+0100;-5.12;0.0;0.59;14.1;135000.0;;
2018-01-22T22:00:00+0100;-5.2;0.0;0.82;33.92;83000.0;;
2018-01-22T23:00:00+0100;-5.05;0.0;0.86;32.61;82000.0;;
2018-01-23T00:00:00+0100;-4.79;0.0;0.82;332.08;80000.0;;
2018-01-23T01:00:00+0100;-5.23;0.0;1.03;295.64;77000.0;;
2018-01-23T02:00:00+0100;-5.2;0.0;0.62;274.29;72000.0;;
2018-01-23T03:00:00+0100;-5.28;0.0;0.96;250.85;71000.0;;
2018-01-23T04:00:00+0100;-4.72;0.0;1.15;319.75;71000.0;;
2018-01-23T05:00:00+0100;-4.56;0.0;1.68;325.09;126000.0;;
2018-01-23T06:00:00+0100;-4.43;-0.0;0.68;234.05;113000.0;;
2018-01-23T07:00:00+0100;-4.32;0.0;1.97;212.47;149000.0;;
2018-01-23T08:00:00+0100;-3.93;0.0;3.5;206.84;179000.0;;
2018-01-23T09:00:00+0100;-3.45;7.97;4.65;197.59;163000.0;;
2018-01-23T10:00:00+0100;-3.12;12.99;4.22;196.36;162000.0;;
2018-01-23T11:00:00+0100;-1.55;21.62;4.76;193.14;160000.0;;
2018-01-23T12:00:00+0100;-0.67;16.66;5.53;193.47;161000.0;;
2018-01-23T13:00:00+0100;-0.29;13.08;5.16;190.74;151000.0;;
2018-01-23T14:00:00+0100;0.05;8.75;5.06;190.43;148000.0;;
2018-01-23T15:00:00+0100;0.16;5.4;4.57;190.71;147000.0;;
2018-01-23T16:00:00+0100;0.2;0.0;4.01;191.39;160000.0;;
2018-01-23T17:00:00+0100;0.43;0.0;4.74;191.02;132000.0;;
2018-01-23T18:00:00+0100;0.71;0.0;4.55;187.41;134000.0;;
2018-01-23T19:00:00+0100;0.87;0.0;5.8;183.37;142000.0;;
2018-01-23T20:00:00+0100;0.95;0.0;5.71;180.4;130000.0;;
2018-01-23T21:00:00+0100;1.18;0.0;6.68;182.6;126000.0;;
2018-01-23T22:00:00+0100;1.22;0.0;6.1;178.46;78000.0;;
2018-01-23T23:00:00+0100;1.41;0.0;5.93;179.05;77000.0;;
2018-01-24T00:00:00+0100;1.45;0.0;2.9;184.1;75000.0;;
2018-01-24T01:00:00+0100;1.56;0.0;2.82;193.12;69000.0;;
2018-01-24T02:00:00+0100;1.51;0.0;2.71;207.57;63000.0;;
2018-01-24T03:00:00+0100;1.03;0.0;3.51;202.94;65000.0;;
2018-01-24T04:00:00+0100;1.42;0.0;3.45;201.01;65000.0;;
2018-01-24T05:00:00+0100;0.88;0.0;2.66;200.98;120000.0;;
2018-01-24T06:00:00+0100;0.54;-0.0;1.95;160.96;107000.0;;
2018-01-24T07:00:00+0100;0.35;0.0;4.43;228.62;142000.0;;
2018-01-24T08:00:00+0100;-0.22;0.05;5.17;204.25;161000.0;;
2018-01-24T09:00:00+0100;-0.18;29.57;4.26;180.33;160000.0;;
2018-01-24T10:00:00+0100;0.52;77.78;5.27;192.88;164000.0;;
2018-01-24T11:00:00+0100;1.35;59.47;4.4;171.41;171000.0;;
2018-01-24T12:00:00+0100;1.45;20.84;5.03;192.3;155000.0;;
2018-01-24T13:00:00+0100;1.67;7.29;1.78;180.86;158000.0;;
2018-01-24T14:00:00+0100;2.52;8.21;7.56;182.53;157000.0;;
2018-01-24T15:00:00+0100;2.94;3.73;9.08;189.52;142000.0;;
2018-01-24T16:00:00+0100;3.37;0.04;8.39;199.62;135000.0;;
2018-01-24T17:00:00+0100;3.8;0.0;6.53;209.81;123000.0;;
2018-01-24T18:00:00+0100;3.89;0.0;8.44;217.43;118000.0;;
2018-01-24T19:00:00+0100;3.56;0.0;7.28;210.92;127000.0;;
2018-01-24T20:00:00+0100;3.29;0.0;7.51;208.08;114000.0;;
2018-01-24T21:00:00+0100;3.29;0.0;7.57;206.62;109000.0;;
2018-01-24T22:00:00+0100;3.42;0.0;9.28;205.04;77000.0;;
2018-01-24T23:00:00+0100;3.53;0.0;11.09;200.04;73000.0;;
2018-01-25T00:00:00+0100;3.75;0.0;12.94;206.56;67000.0;;
2018-01-25T01:00:00+0100;4.03;0.0;11.65;218.48;62000.0;;
2018-01-25T02:00:00+0100;4.2;0.0;7.33;229.67;60000.0;;
2018-01-25T03:00:00+0100;3.94;0.0;8.5;222.18;59000.0;;
2018-01-25T04:00:00+0100;4.18;0.0;7.23;231.47;59000.0;;
2018-01-25T05:00:00+0100;4.14;0.0;6.16;226.8;109000.0;;
2018-01-25T06:00:00+0100;4.7;-0.0;8.02;232.22;94000.0;;
2018-01-25T07:00:00+0100;4.53;0.0;9.37;249.14;130000.0;;
2018-01-25T08:00:00+0100;4.09;0.12;5.23;251.09;151000.0;;
2018-01-25T09:00:00+0100;3.04;30.96;3.48;173.0;149000.0;;
2018-01-25T10:00:00+0100;3.12;82.92;4.27;177.61;161000.0;;
2018-01-25T11:00:00+0100;3.03;108.78;4.67;192.43;153000.0;;
2018-01-25T12:00:00+0100;3.55;105.03;3.73;208.16;151000.0;;
2018-01-25T13:00:00+0100;3.63;103.93;3.33;224.06;136000.0;;
2018-01-25T14:00:00+0100;3.85;51.13;3.1;210.76;145000.0;;
2018-01-25T15:00:00+0100;3.97;34.77;2.58;204.22;135000.0;;
2018-01-25T16:00:00+0100;3.51;0.41;2.98;213.54;140000.0;;
2018-01-25T17:00:00+0100;2.88;0.0;3.47;213.33;135000.0;;
2018-01-25T18:00:00+0100;3.19;0.0;2.72;218.52;132000.0;;
2018-01-25T19:00:00+0100;3.17;0.0;2.3;223.8;124000.0;;
2018-01-25T20:00:00+0100;3.0;0.0;1.66;209.8;112000.0;;
2018-01-25T21:00:00+0100;2.07;0.0;1.17;174.01;118000.0;;
2018-01-25T22:00:00+0100;2.14;0.0;2.14;171.41;71000.0;;
2018-01-25T23:00:00+0100;1.63;0.0;3.11;171.35;73000.0;;
2018-01-26T00:00:00+0100;0.68;0.0;2.66;187.65;66000.0;;
2018-01-26T01:00:00+0100;0.08;0.0;2.8;194.43;62000.0;;
2018-01-26T02:00:00+0100;-0.27;0.0;2.73;201.45;62000.0;;
2018-01-26T03:00:00+0100;-1.04;0.0;2.46;207.22;62000.0;;
2018-01-26T04:00:00+0100;-1.59;0.0;2.35;188.5;61000.0;;
2018-01-26T05:00:00+0100;-1.85;0.0;2.71;203.34;125000.0;;
2018-01-26T06:00:00+0100;-2.28;-0.0;1.77;204.12;101000.0;;
2018-01-26T07:00:00+0100;-2.65;0.0;1.19;194.89;137000.0;;
2018-01-26T08:00:00+0100;-2.94;0.32;2.34;265.77;154000.0;;
2018-01-26T09:00:00+0100;-1.83;33.59;3.64;277.69;154000.0;;
2018-01-26T10:00:00+0100;-1.21;65.96;2.75;295.49;150000.0;;
2018-01-26T11:00:00+0100;-0.16;113.67;2.74;307.87;145000.0;;
2018-01-26T12:00:00+0100;0.35;162.81;2.86;300.65;138000.0;;
2018-01-26T13:00:00+0100;0.49;156.34;3.04;299.24;143000.0;;
2018-01-26T14:00:00+0100;0.38;106.52;2.93;297.77;144000.0;;
2018-01-26T15:00:00+0100;0.15;43.72;2.78;293.96;141000.0;;
2018-01-26T16:00:00+0100;-0.63;0.87;2.98;300.86;155000.0;;
2018-01-26T17:00:00+0100;-1.17;-0.02;3.16;298.42;133000.0;;
2018-01-26T18:00:00+0100;-1.34;0.0;3.66;292.27;130000.0;;
2018-01-26T19:00:00+0100;-1.68;0.0;3.84;292.33;146000.0;;
2018-01-26T20:00:00+0100;-2.07;0.0;4.11;290.2;130000.0;;
2018-01-26T21:00:00+0100;-2.11;0.0;4.11;291.37;123000.0;;
2018-01-26T22:00:00+0100;-2.48;0.0;3.54;297.56;80000.0;;
2018-01-26T23:00:00+0100;-2.79;0.0;3.55;296.0;78000.0;;
2018-01-27T00:00:00+0100;-3.14;0.0;3.29;294.92;74000.0;;
2018-01-27T01:00:00+0100;-3.8;0.0;3.39;287.7;73000.0;;
2018-01-27T02:00:00+0100;-4.03;0.0;3.73;285.39;70000.0;;
2018-01-27T03:00:00+0100;-4.27;0.0;3.79;287.68;71000.0;;
2018-01-27T04:00:00+0100;-4.54;0.0;3.79;291.01;73000.0;;
2018-01-27T05:00:00+0100;-5.12;0.0;3.66;292.45;132000.0;;
2018-01-27T06:00:00+0100;-5.68;-0.0;3.5;290.28;113000.0;;
2018-01-27T07:00:00+0100;-6.38;0.0;3.06;286.98;156000.0;;
