Header_line;24
location;Drammen - Norway
year_of_construction;1986
floor_area;3327
number_of_users;49
number_of_units;5
building_category;Nsh
energy_label;C
notes;Renovated/expanded in 2009
central_heating_system;0
dhw_heat_source;HWH
sh_heat_source;EH
ventilation_heat_source;EHB
ventilation_types;DCV
night_setback;1
lighting_control;0
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6410

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity import;Electricity use;Heat use
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity imported ;Electricity for DHW production and heat tracing;Domestic Hot Water
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElImp;ElDHW;HtDHW
2020-07-18T12:00:00+0100;18.04;95.29;5.53;185.52;60240.0;14620.0;10000.0
2020-07-18T13:00:00+0100;17.96;74.74;5.6;190.71;60480.0;7560.0;7700.0
2020-07-18T14:00:00+0100;17.49;26.82;5.32;188.51;61680.0;6150.0;2500.0
2020-07-18T15:00:00+0100;17.21;11.79;4.63;189.0;64560.0;16190.0;8800.0
2020-07-18T16:00:00+0100;16.55;12.22;4.81;185.09;50400.0;4440.0;3300.0
2020-07-18T17:00:00+0100;15.97;9.4;4.27;188.1;52320.0;5950.0;3400.0
2020-07-18T18:00:00+0100;15.7;4.36;3.79;187.02;58560.0;12470.0;6500.0
2020-07-18T19:00:00+0100;15.55;2.8;3.77;189.3;53520.0;11850.0;9500.0
2020-07-18T20:00:00+0100;15.32;1.08;3.3;181.15;47040.0;6080.0;1900.0
2020-07-18T21:00:00+0100;15.22;0.02;3.19;179.89;52320.0;2750.0;800.0
2020-07-18T22:00:00+0100;15.52;0.0;4.05;184.81;52560.0;5610.0;500.0
2020-07-18T23:00:00+0100;15.58;0.0;3.65;187.43;43920.0;2880.0;90.0
2020-07-19T00:00:00+0100;15.58;0.0;3.44;191.35;43200.0;5380.0;300.0
2020-07-19T01:00:00+0100;15.49;0.0;4.18;188.86;41760.0;3650.0;300.0
2020-07-19T02:00:00+0100;15.69;0.0;3.98;185.1;42720.0;4460.0;500.0
2020-07-19T03:00:00+0100;15.76;0.04;3.38;186.89;43440.0;5080.0;400.0
2020-07-19T04:00:00+0100;15.62;0.78;3.21;183.69;44400.0;4760.0;600.0
2020-07-19T05:00:00+0100;15.45;2.84;3.36;180.26;44880.0;4440.0;200.0
2020-07-19T06:00:00+0100;15.65;8.79;3.63;182.12;47280.0;4310.0;2200.0
2020-07-19T07:00:00+0100;15.89;57.55;4.53;188.98;64560.0;15920.0;13300.0
2020-07-19T08:00:00+0100;16.39;163.48;4.52;191.65;52800.0;5050.0;5500.0
2020-07-19T09:00:00+0100;17.06;272.41;4.47;192.51;63360.0;16290.0;11000.0
2020-07-19T10:00:00+0100;17.43;491.78;4.78;192.99;55200.0;7420.0;5500.0
2020-07-19T11:00:00+0100;17.37;361.71;4.91;188.38;59520.0;14270.0;7100.0
2020-07-19T12:00:00+0100;18.09;377.38;4.82;182.13;59040.0;9530.0;8800.0
2020-07-19T13:00:00+0100;17.6;311.71;5.28;187.67;72480.0;10890.0;6000.0
2020-07-19T14:00:00+0100;17.02;99.9;5.0;178.58;55920.0;3550.0;1600.0
2020-07-19T15:00:00+0100;16.74;60.16;4.47;176.76;57840.0;12270.0;7500.0
2020-07-19T16:00:00+0100;16.57;38.7;4.13;181.77;55200.0;7210.0;5000.0
2020-07-19T17:00:00+0100;16.12;43.51;3.01;180.92;55920.0;9970.0;7000.0
2020-07-19T18:00:00+0100;15.79;17.0;2.64;178.92;63360.0;15990.0;12600.0
2020-07-19T19:00:00+0100;15.99;16.16;2.02;168.76;57360.0;12240.0;7500.0
2020-07-19T20:00:00+0100;16.31;8.5;1.56;182.43;54720.0;5340.0;4200.0
2020-07-19T21:00:00+0100;15.97;0.16;1.85;178.61;58320.0;5960.0;600.0
2020-07-19T22:00:00+0100;15.29;0.0;1.37;212.0;53520.0;3890.0;600.0
2020-07-19T23:00:00+0100;14.66;0.0;1.44;240.11;50400.0;4780.0;100.0
2020-07-20T00:00:00+0100;13.68;0.0;1.15;240.59;50160.0;5380.0;200.0
2020-07-20T01:00:00+0100;12.58;0.0;1.02;253.21;46800.0;3350.0;400.0
2020-07-20T02:00:00+0100;11.58;0.0;1.84;277.72;47280.0;4580.0;300.0
2020-07-20T03:00:00+0100;11.25;1.32;1.9;283.65;48000.0;5070.0;400.0
2020-07-20T04:00:00+0100;10.35;40.07;2.11;286.07;54480.0;4560.0;1200.0
2020-07-20T05:00:00+0100;10.78;113.56;2.26;290.82;55440.0;5090.0;1900.0
2020-07-20T06:00:00+0100;11.37;168.38;2.48;294.6;69600.0;6570.0;5600.0
2020-07-20T07:00:00+0100;12.99;316.45;2.81;303.22;72960.0;18190.0;15200.0
2020-07-20T08:00:00+0100;15.04;456.06;2.72;312.79;75360.0;18480.0;14800.0
2020-07-20T09:00:00+0100;16.46;574.95;2.46;321.41;83520.0;21470.0;16300.0
2020-07-20T10:00:00+0100;17.86;661.56;2.39;351.33;67920.0;8180.0;9000.0
2020-07-20T11:00:00+0100;18.93;592.76;1.85;24.21;66960.0;14620.0;9400.0
2020-07-20T12:00:00+0100;19.94;569.63;1.75;20.53;76320.0;18520.0;14800.0
2020-07-20T13:00:00+0100;20.86;559.69;2.1;354.02;76560.0;14360.0;7000.0
2020-07-20T14:00:00+0100;21.16;475.71;2.05;351.3;58560.0;2560.0;3200.0
2020-07-20T15:00:00+0100;21.01;360.04;2.16;337.21;55680.0;10690.0;5600.0
2020-07-20T16:00:00+0100;20.74;218.64;2.78;317.64;46800.0;7850.0;6500.0
2020-07-20T17:00:00+0100;21.39;251.25;2.8;307.03;53280.0;9910.0;7000.0
2020-07-20T18:00:00+0100;21.56;159.03;3.11;315.53;56160.0;12690.0;8100.0
2020-07-20T19:00:00+0100;20.21;47.11;3.8;324.88;54960.0;16520.0;9500.0
2020-07-20T20:00:00+0100;18.96;10.36;3.31;309.11;44640.0;2590.0;1900.0
2020-07-20T21:00:00+0100;17.61;0.08;4.34;355.08;59040.0;9970.0;4000.0
2020-07-20T22:00:00+0100;16.31;0.0;1.78;307.19;44400.0;2820.0;400.0
2020-07-20T23:00:00+0100;15.14;0.0;2.78;309.51;37200.0;2710.0;
2020-07-21T00:00:00+0100;14.01;0.0;2.73;312.23;41280.0;5520.0;
2020-07-21T01:00:00+0100;13.12;0.0;2.55;314.69;41280.0;4200.0;
2020-07-21T02:00:00+0100;12.23;0.0;3.51;306.48;41520.0;3800.0;200.0
2020-07-21T03:00:00+0100;11.85;0.71;3.61;308.08;42480.0;4930.0;200.0
2020-07-21T04:00:00+0100;11.53;13.01;2.4;307.15;49680.0;4660.0;500.0
2020-07-21T05:00:00+0100;11.64;8.1;2.63;305.63;52080.0;5490.0;3100.0
2020-07-21T06:00:00+0100;11.09;52.99;3.14;307.31;61920.0;6300.0;3000.0
2020-07-21T07:00:00+0100;11.72;60.52;4.03;325.85;76800.0;22140.0;22200.0
2020-07-21T08:00:00+0100;11.24;47.08;3.53;334.84;66480.0;8950.0;5700.0
2020-07-21T09:00:00+0100;11.28;337.18;1.99;331.37;75360.0;17850.0;13500.0
2020-07-21T10:00:00+0100;12.46;578.21;2.52;7.47;60960.0;6410.0;7000.0
2020-07-21T11:00:00+0100;13.85;695.84;2.97;24.84;70080.0;15090.0;9000.0
2020-07-21T12:00:00+0100;15.82;486.81;2.57;38.79;70800.0;14400.0;8800.0
2020-07-21T13:00:00+0100;17.71;373.81;3.04;319.67;60240.0;3850.0;1500.0
2020-07-21T14:00:00+0100;14.46;518.05;3.6;322.52;65280.0;5610.0;1700.0
2020-07-21T15:00:00+0100;13.11;135.54;4.86;329.48;61920.0;10310.0;6500.0
2020-07-21T16:00:00+0100;16.87;463.19;3.27;331.53;57120.0;8530.0;5000.0
2020-07-21T17:00:00+0100;17.46;350.5;3.55;341.44;50160.0;6230.0;2600.0
2020-07-21T18:00:00+0100;17.57;42.04;2.42;25.21;52320.0;10110.0;7000.0
2020-07-21T19:00:00+0100;17.24;37.92;2.9;319.17;55440.0;11480.0;10700.0
2020-07-21T20:00:00+0100;16.23;;2.2;350.12;50400.0;12820.0;3500.0
2020-07-21T21:00:00+0100;;0.01;;;49200.0;2720.0;1700.0
2020-07-21T22:00:00+0100;12.9;0.0;3.3;302.57;60960.0;5750.0;900.0
2020-07-21T23:00:00+0100;11.7;0.0;3.19;304.98;53760.0;3260.0;900.0
2020-07-22T00:00:00+0100;10.91;0.0;2.78;304.54;53040.0;5240.0;100.0
2020-07-22T01:00:00+0100;10.51;0.0;3.16;298.58;52560.0;5070.0;200.0
2020-07-22T02:00:00+0100;9.95;0.0;2.97;297.44;49200.0;4060.0;200.0
2020-07-22T03:00:00+0100;9.33;0.69;3.21;297.15;50880.0;3680.0;500.0
2020-07-22T04:00:00+0100;9.44;39.86;3.16;293.83;54720.0;4900.0;1300.0
2020-07-22T05:00:00+0100;10.16;123.15;3.38;297.66;58560.0;5390.0;2900.0
2020-07-22T06:00:00+0100;11.15;235.16;3.46;300.79;63360.0;5920.0;4200.0
2020-07-22T07:00:00+0100;12.45;365.51;3.46;306.48;71520.0;20530.0;14410.0
2020-07-22T08:00:00+0100;13.86;511.23;2.69;319.0;59760.0;7530.0;9090.0
2020-07-22T09:00:00+0100;15.0;623.69;2.6;326.6;76800.0;24480.0;16300.0
2020-07-22T10:00:00+0100;16.75;670.83;2.46;336.92;57360.0;9590.0;8200.0
2020-07-22T11:00:00+0100;17.92;625.76;2.43;354.68;54960.0;8450.0;6700.0
2020-07-22T12:00:00+0100;18.56;699.85;2.32;355.57;64800.0;12450.0;7700.0
2020-07-22T13:00:00+0100;16.1;659.04;2.93;324.37;62640.0;6650.0;5800.0
2020-07-22T14:00:00+0100;19.49;578.99;3.14;326.59;68160.0;8970.0;1700.0
2020-07-22T15:00:00+0100;19.91;505.6;3.26;321.67;58320.0;10030.0;9090.0
2020-07-22T16:00:00+0100;20.34;264.71;3.57;327.07;60000.0;11910.0;7410.0
2020-07-22T17:00:00+0100;18.66;253.66;2.73;341.41;51840.0;7660.0;6400.0
2020-07-22T18:00:00+0100;18.43;200.41;2.61;337.55;54240.0;13790.0;9600.0
2020-07-22T19:00:00+0100;16.52;98.17;2.77;323.85;61920.0;18400.0;12800.0
2020-07-22T20:00:00+0100;14.45;23.56;1.34;359.31;44400.0;5270.0;3100.0
2020-07-22T21:00:00+0100;13.79;0.01;1.5;325.65;62400.0;6630.0;1900.0
2020-07-22T22:00:00+0100;12.36;0.0;1.56;309.98;58320.0;5050.0;700.0
2020-07-22T23:00:00+0100;11.21;0.0;2.28;334.78;55440.0;3880.0;200.0
2020-07-23T00:00:00+0100;10.15;0.0;2.1;332.33;56880.0;5300.0;400.0
2020-07-23T01:00:00+0100;9.39;0.0;2.68;292.41;51600.0;4960.0;200.0
2020-07-23T02:00:00+0100;8.77;0.0;2.78;299.03;50400.0;4560.0;500.0
2020-07-23T03:00:00+0100;8.34;0.41;2.33;298.53;50640.0;3990.0;900.0
2020-07-23T04:00:00+0100;8.27;38.92;2.7;296.2;54480.0;4190.0;700.0
2020-07-23T05:00:00+0100;8.17;133.32;2.33;298.76;57840.0;4950.0;1400.0
2020-07-23T06:00:00+0100;9.45;255.97;2.19;306.75;70080.0;5640.0;6200.0
2020-07-23T07:00:00+0100;11.6;387.69;2.05;320.32;68400.0;17110.0;13400.0
2020-07-23T08:00:00+0100;13.07;513.6;1.64;354.19;70320.0;10880.0;7100.0
2020-07-23T09:00:00+0100;14.79;609.56;1.79;22.48;71040.0;17030.0;12000.0
2020-07-23T10:00:00+0100;16.48;699.91;1.69;32.04;69360.0;11040.0;7400.0
2020-07-23T11:00:00+0100;17.25;732.01;1.82;45.19;75120.0;14590.0;10300.0
2020-07-23T12:00:00+0100;18.52;739.98;1.72;55.67;77040.0;16560.0;11500.0
2020-07-23T13:00:00+0100;19.71;700.18;1.66;14.17;63360.0;4200.0;3600.0
2020-07-23T14:00:00+0100;20.03;661.08;1.31;340.69;70080.0;6710.0;2900.0
2020-07-23T15:00:00+0100;19.98;564.46;1.56;61.99;65280.0;15110.0;9700.0
2020-07-23T16:00:00+0100;20.56;488.66;3.04;88.74;60240.0;11260.0;9300.0
2020-07-23T17:00:00+0100;20.45;358.2;3.08;151.34;53040.0;7580.0;5700.0
2020-07-23T18:00:00+0100;19.66;233.02;4.79;182.98;53520.0;13170.0;7400.0
2020-07-23T19:00:00+0100;18.02;114.31;4.86;187.87;55680.0;13530.0;13200.0
2020-07-23T20:00:00+0100;16.71;27.12;4.06;189.81;51120.0;10060.0;3000.0
2020-07-23T21:00:00+0100;15.3;-0.01;2.21;193.15;49680.0;2690.0;700.0
2020-07-23T22:00:00+0100;13.79;0.0;1.47;209.29;52800.0;5300.0;
2020-07-23T23:00:00+0100;12.48;0.0;0.7;229.95;45840.0;4400.0;
2020-07-24T00:00:00+0100;11.44;0.0;0.72;258.82;42480.0;3200.0;
2020-07-24T01:00:00+0100;10.73;0.0;0.87;231.27;45360.0;5010.0;90.0
2020-07-24T02:00:00+0100;9.88;0.0;1.05;284.26;47040.0;4760.0;500.0
2020-07-24T03:00:00+0100;10.34;0.05;1.52;336.81;47520.0;4730.0;200.0
2020-07-24T04:00:00+0100;10.44;8.02;1.72;9.0;48720.0;3820.0;1100.0
2020-07-24T05:00:00+0100;11.41;25.95;2.34;15.51;52560.0;4470.0;1100.0
2020-07-24T06:00:00+0100;11.36;89.02;2.16;21.28;61440.0;6030.0;8500.0
2020-07-24T07:00:00+0100;11.53;214.89;2.35;25.71;70320.0;22020.0;16090.0
2020-07-24T08:00:00+0100;12.07;317.48;2.25;33.36;68400.0;12890.0;8700.0
2020-07-24T09:00:00+0100;13.06;547.41;1.72;33.75;66480.0;13530.0;6800.0
2020-07-24T10:00:00+0100;15.11;653.36;1.55;42.16;62160.0;8060.0;9100.0
2020-07-24T11:00:00+0100;16.83;695.73;1.72;57.65;60960.0;9580.0;5200.0
2020-07-24T12:00:00+0100;18.57;771.8;2.01;62.94;61440.0;8720.0;6700.0
2020-07-24T13:00:00+0100;19.36;749.9;2.84;76.69;61440.0;6650.0;2410.0
2020-07-24T14:00:00+0100;19.74;691.0;2.7;72.36;65280.0;6700.0;1300.0
2020-07-24T15:00:00+0100;20.21;601.52;2.47;72.1;62880.0;16010.0;13500.0
2020-07-24T16:00:00+0100;20.51;488.12;1.9;98.48;58560.0;14380.0;8500.0
2020-07-24T17:00:00+0100;20.51;359.75;2.31;173.8;47520.0;5110.0;4600.0
2020-07-24T18:00:00+0100;20.84;228.71;3.59;188.31;56160.0;15230.0;10600.0
2020-07-24T19:00:00+0100;19.32;109.85;2.99;177.25;50640.0;10100.0;5000.0
2020-07-24T20:00:00+0100;17.83;24.81;3.62;178.97;46080.0;5070.0;4090.0
2020-07-24T21:00:00+0100;16.32;0.01;2.92;183.15;53280.0;5140.0;1600.0
2020-07-24T22:00:00+0100;14.44;0.0;2.55;201.79;57120.0;5500.0;500.0
2020-07-24T23:00:00+0100;13.18;0.0;2.11;220.45;52080.0;5400.0;100.0
2020-07-25T00:00:00+0100;11.56;0.0;1.72;268.39;50640.0;4730.0;300.0
2020-07-25T01:00:00+0100;11.22;0.0;1.75;319.96;49680.0;4190.0;300.0
2020-07-25T02:00:00+0100;10.73;0.0;2.04;329.37;48240.0;3420.0;500.0
2020-07-25T03:00:00+0100;11.35;0.09;2.36;342.22;47040.0;4470.0;
2020-07-25T04:00:00+0100;11.93;32.27;2.21;339.48;46320.0;4760.0;
2020-07-25T05:00:00+0100;12.38;125.15;2.2;340.53;42960.0;4640.0;
2020-07-25T06:00:00+0100;13.05;244.17;2.29;352.44;51600.0;4660.0;2100.0
2020-07-25T07:00:00+0100;13.46;374.71;2.14;8.41;60240.0;14290.0;11900.0
2020-07-25T08:00:00+0100;14.6;502.84;2.82;44.94;52560.0;8110.0;7700.0
2020-07-25T09:00:00+0100;16.34;610.87;2.95;60.55;66960.0;17560.0;15300.0
2020-07-25T10:00:00+0100;17.58;674.75;2.22;68.35;61200.0;11340.0;7500.0
2020-07-25T11:00:00+0100;18.82;704.19;2.04;69.52;64320.0;16720.0;12100.0
2020-07-25T12:00:00+0100;19.7;690.84;1.75;81.04;59040.0;14830.0;6900.0
2020-07-25T13:00:00+0100;20.55;672.09;1.75;83.03;62160.0;10180.0;9100.0
2020-07-25T14:00:00+0100;20.82;651.78;2.1;108.01;58080.0;2650.0;1400.0
2020-07-25T15:00:00+0100;21.11;567.76;1.98;156.97;57360.0;13080.0;9400.0
2020-07-25T16:00:00+0100;21.24;408.51;2.77;180.41;48480.0;7290.0;4400.0
2020-07-25T17:00:00+0100;20.68;316.72;5.17;167.63;45360.0;6470.0;2700.0
2020-07-25T18:00:00+0100;19.74;192.52;5.54;181.64;48000.0;10520.0;9000.0
2020-07-25T19:00:00+0100;18.66;101.68;4.64;177.94;51120.0;13860.0;8600.0
2020-07-25T20:00:00+0100;17.5;22.21;4.1;177.07;44400.0;7250.0;4800.0
2020-07-25T21:00:00+0100;15.91;-0.01;3.18;174.95;53040.0;6740.0;1500.0
2020-07-25T22:00:00+0100;14.68;0.0;3.04;186.42;54240.0;6100.0;700.0
2020-07-25T23:00:00+0100;14.58;0.0;1.83;188.84;50880.0;4400.0;1000.0
2020-07-26T00:00:00+0100;14.67;0.0;1.82;197.47;38880.0;3910.0;90.0
2020-07-26T01:00:00+0100;14.64;0.0;0.7;156.95;39840.0;4740.0;
2020-07-26T02:00:00+0100;14.63;0.0;1.52;78.43;39360.0;4540.0;
2020-07-26T03:00:00+0100;14.54;0.0;2.45;135.68;39600.0;4540.0;
2020-07-26T04:00:00+0100;14.27;0.25;1.65;118.46;40800.0;3950.0;500.0
2020-07-26T05:00:00+0100;14.16;5.06;0.72;55.54;40080.0;3830.0;1200.0
2020-07-26T06:00:00+0100;14.28;8.96;0.41;138.55;50640.0;5450.0;3800.0
2020-07-26T07:00:00+0100;15.13;6.76;1.23;98.06;60240.0;15480.0;10600.0
2020-07-26T08:00:00+0100;15.8;21.0;2.97;164.69;50160.0;4610.0;3200.0
2020-07-26T09:00:00+0100;16.1;26.33;3.81;150.87;65520.0;13510.0;9200.0
2020-07-26T10:00:00+0100;16.21;15.52;2.75;144.47;59040.0;5590.0;6300.0
2020-07-26T11:00:00+0100;16.55;25.29;2.38;121.7;57840.0;7180.0;4600.0
2020-07-26T12:00:00+0100;16.9;15.74;2.32;128.37;70080.0;17680.0;11400.0
2020-07-26T13:00:00+0100;16.7;9.13;1.49;119.73;58320.0;11080.0;5700.0
2020-07-26T14:00:00+0100;16.75;6.43;1.89;125.08;60480.0;6250.0;3700.0
2020-07-26T15:00:00+0100;16.79;4.83;2.21;132.85;57840.0;13240.0;12300.0
2020-07-26T16:00:00+0100;16.91;3.19;3.88;138.72;62640.0;15280.0;13700.0
2020-07-26T17:00:00+0100;16.52;11.22;4.79;173.16;61440.0;17000.0;8400.0
2020-07-26T18:00:00+0100;16.12;44.0;4.64;178.34;60960.0;18730.0;15000.0
2020-07-26T19:00:00+0100;15.64;11.77;3.55;167.88;52800.0;10000.0;10400.0
2020-07-26T20:00:00+0100;15.47;2.6;3.75;167.69;56400.0;14320.0;4000.0
2020-07-26T21:00:00+0100;15.21;0.01;3.91;170.97;55440.0;2560.0;1800.0
2020-07-26T22:00:00+0100;15.14;0.0;4.33;181.0;56880.0;2690.0;500.0
2020-07-26T23:00:00+0100;15.19;0.0;3.89;185.52;54240.0;5720.0;100.0
2020-07-27T00:00:00+0100;14.96;0.0;3.77;186.53;49200.0;3020.0;90.0
2020-07-27T01:00:00+0100;14.67;0.0;4.0;194.32;45120.0;5120.0;200.0
2020-07-27T02:00:00+0100;14.3;0.0;3.21;199.89;41280.0;4930.0;100.0
2020-07-27T03:00:00+0100;14.07;0.0;2.27;199.57;40800.0;4330.0;200.0
2020-07-27T04:00:00+0100;13.89;22.97;1.68;194.05;46080.0;3140.0;100.0
2020-07-27T05:00:00+0100;13.59;112.59;1.83;194.36;52560.0;4950.0;4000.0
2020-07-27T06:00:00+0100;13.97;238.22;1.74;189.24;61200.0;5940.0;1700.0
2020-07-27T07:00:00+0100;15.02;362.62;1.79;181.33;72960.0;19810.0;19200.0
2020-07-27T08:00:00+0100;16.72;482.02;2.76;185.3;74880.0;16280.0;10600.0
2020-07-27T09:00:00+0100;17.9;567.88;3.55;188.33;77520.0;20680.0;15200.0
2020-07-27T10:00:00+0100;19.11;625.31;4.22;192.16;59760.0;3890.0;5500.0
2020-07-27T11:00:00+0100;20.24;591.17;4.88;196.04;67680.0;13890.0;9100.0
2020-07-27T12:00:00+0100;20.23;443.66;4.88;197.6;69840.0;12640.0;12590.0
2020-07-27T13:00:00+0100;20.36;292.56;6.11;186.44;72960.0;10780.0;5910.0
2020-07-27T14:00:00+0100;18.78;175.64;5.1;184.67;67680.0;7020.0;2500.0
2020-07-27T15:00:00+0100;18.79;75.07;3.95;183.47;59520.0;15150.0;9300.0
2020-07-27T16:00:00+0100;18.06;209.5;3.52;179.52;53040.0;6580.0;4600.0
2020-07-27T17:00:00+0100;17.94;193.3;4.37;175.92;50880.0;6640.0;4600.0
2020-07-27T18:00:00+0100;18.12;133.73;3.38;167.88;56160.0;14100.0;7200.0
2020-07-27T19:00:00+0100;17.38;7.14;3.57;170.85;49200.0;7020.0;6400.0
2020-07-27T20:00:00+0100;17.09;6.12;2.47;149.5;48720.0;11980.0;2800.0
2020-07-27T21:00:00+0100;16.29;-0.01;2.37;153.02;55440.0;2680.0;1200.0
2020-07-27T22:00:00+0100;15.67;0.02;1.46;164.22;52320.0;4840.0;410.0
2020-07-27T23:00:00+0100;15.3;0.0;0.92;188.64;43920.0;3280.0;300.0
2020-07-28T00:00:00+0100;14.97;0.0;0.25;43.34;44880.0;5000.0;100.0
2020-07-28T01:00:00+0100;14.8;0.0;0.92;65.72;44160.0;4920.0;600.0
2020-07-28T02:00:00+0100;14.73;0.0;1.51;45.25;39600.0;3610.0;90.0
2020-07-28T03:00:00+0100;14.65;0.0;2.76;99.53;40800.0;3990.0;410.0
2020-07-28T04:00:00+0100;14.17;1.64;2.92;153.41;45600.0;4830.0;700.0
2020-07-28T05:00:00+0100;13.78;4.15;2.43;107.65;50880.0;4930.0;1100.0
2020-07-28T06:00:00+0100;13.83;9.54;3.01;115.29;55680.0;5210.0;3300.0
2020-07-28T07:00:00+0100;13.91;7.26;3.41;114.89;69600.0;19770.0;22300.0
2020-07-28T08:00:00+0100;14.04;9.65;3.39;120.01;68160.0;11890.0;5900.0
2020-07-28T09:00:00+0100;14.17;16.4;3.82;122.04;76080.0;18810.0;17000.0
2020-07-28T10:00:00+0100;14.33;7.66;4.06;104.88;61200.0;7730.0;4600.0
2020-07-28T11:00:00+0100;14.47;8.14;3.87;115.46;69840.0;14290.0;9500.0
2020-07-28T12:00:00+0100;14.74;15.69;3.02;115.73;73920.0;15790.0;14800.0
2020-07-28T13:00:00+0100;15.03;19.44;3.19;120.64;74400.0;11990.0;2200.0
2020-07-28T14:00:00+0100;15.5;19.07;3.31;139.59;62160.0;3260.0;2800.0
2020-07-28T15:00:00+0100;16.37;387.71;2.44;173.3;60480.0;14250.0;8400.0
2020-07-28T16:00:00+0100;17.53;418.18;5.18;178.99;59040.0;10930.0;7500.0
2020-07-28T17:00:00+0100;17.72;250.91;5.28;180.79;45600.0;2700.0;3200.0
2020-07-28T18:00:00+0100;17.26;122.7;5.17;186.85;59280.0;14890.0;10600.0
2020-07-28T19:00:00+0100;15.97;67.76;4.59;181.79;49440.0;6190.0;4700.0
2020-07-28T20:00:00+0100;14.68;14.02;5.01;185.44;51600.0;9620.0;1910.0
2020-07-28T21:00:00+0100;13.43;-0.01;3.67;184.88;63840.0;5970.0;1400.0
2020-07-28T22:00:00+0100;12.58;0.0;3.53;182.99;57840.0;3000.0;200.0
2020-07-28T23:00:00+0100;12.14;0.0;2.47;186.0;58560.0;5050.0;100.0
2020-07-29T00:00:00+0100;11.67;0.0;2.11;198.36;52560.0;4850.0;
2020-07-29T01:00:00+0100;11.55;0.0;1.22;199.57;48960.0;5290.0;
2020-07-29T02:00:00+0100;11.56;0.0;1.4;189.35;48720.0;3970.0;
2020-07-29T03:00:00+0100;11.72;0.0;1.6;175.58;45840.0;3780.0;100.0
2020-07-29T04:00:00+0100;11.96;0.43;2.03;172.41;50160.0;4510.0;500.0
2020-07-29T05:00:00+0100;12.15;6.34;0.67;179.52;55200.0;6170.0;6600.0
2020-07-29T06:00:00+0100;12.75;48.5;0.61;238.05;58320.0;7200.0;5000.0
2020-07-29T07:00:00+0100;12.97;76.44;1.41;168.42;68640.0;17780.0;12800.0
2020-07-29T08:00:00+0100;13.89;155.24;1.5;175.39;71040.0;13730.0;10400.0
2020-07-29T09:00:00+0100;14.4;183.74;2.69;192.3;66480.0;12250.0;10800.0
2020-07-29T10:00:00+0100;15.95;91.88;0.4;100.77;70800.0;14250.0;11300.0
2020-07-29T11:00:00+0100;15.92;71.27;1.09;41.14;66000.0;11000.0;5400.0
2020-07-29T12:00:00+0100;16.17;149.95;1.22;333.17;76080.0;17060.0;14600.0
2020-07-29T13:00:00+0100;15.76;251.11;2.5;335.14;80880.0;20050.0;10400.0
2020-07-29T14:00:00+0100;15.97;568.34;2.51;16.22;63600.0;2530.0;1910.0
2020-07-29T15:00:00+0100;16.87;252.7;3.11;22.78;60240.0;13150.0;10700.0
2020-07-29T16:00:00+0100;16.77;344.32;2.72;6.58;53040.0;7480.0;7100.0
2020-07-29T17:00:00+0100;17.9;292.0;2.32;22.56;49440.0;7270.0;2900.0
2020-07-29T18:00:00+0100;17.68;158.86;1.67;45.46;58320.0;15940.0;11800.0
2020-07-29T19:00:00+0100;17.27;48.68;0.86;283.1;50880.0;8020.0;4700.0
2020-07-29T20:00:00+0100;16.46;9.92;0.91;171.55;51120.0;7140.0;1400.0
2020-07-29T21:00:00+0100;15.51;-0.01;0.91;217.36;56880.0;2890.0;1000.0
2020-07-29T22:00:00+0100;14.43;0.05;1.22;266.81;54720.0;5830.0;410.0
2020-07-29T23:00:00+0100;13.38;-0.05;2.4;286.12;47520.0;5100.0;400.0
2020-07-30T00:00:00+0100;12.59;0.0;3.61;283.78;42720.0;3480.0;300.0
2020-07-30T01:00:00+0100;12.27;0.0;3.63;287.49;43200.0;4890.0;400.0
2020-07-30T02:00:00+0100;12.24;0.0;3.88;289.37;45360.0;4880.0;100.0
2020-07-30T03:00:00+0100;12.01;0.0;3.79;293.5;47760.0;4590.0;200.0
2020-07-30T04:00:00+0100;11.61;23.64;3.85;295.3;51600.0;4860.0;2100.0
2020-07-30T05:00:00+0100;11.78;110.14;3.67;297.62;56400.0;6090.0;4590.0
2020-07-30T06:00:00+0100;12.91;227.86;3.65;302.72;67920.0;11590.0;7910.0
2020-07-30T07:00:00+0100;14.97;358.21;3.93;304.02;70080.0;16770.0;12300.0
2020-07-30T08:00:00+0100;17.14;483.23;3.68;302.76;72720.0;20150.0;17500.0
2020-07-30T09:00:00+0100;18.72;586.47;3.35;306.75;73200.0;18690.0;16400.0
2020-07-30T10:00:00+0100;20.21;662.56;2.78;306.5;74640.0;18210.0;20000.0
2020-07-30T11:00:00+0100;21.4;714.78;2.69;298.73;70320.0;18250.0;14000.0
2020-07-30T12:00:00+0100;21.84;642.63;2.61;302.0;71280.0;15320.0;10600.0
2020-07-30T13:00:00+0100;22.35;693.03;3.69;299.71;72720.0;14980.0;8700.0
2020-07-30T14:00:00+0100;22.63;607.84;3.85;303.21;62880.0;6970.0;3500.0
2020-07-30T15:00:00+0100;23.15;507.62;3.85;307.29;66480.0;15970.0;9800.0
