Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2021-06-10T07:00:00+0100;16.66;177.83;0.27;138.44;0.0;17000.0;0.0
2021-06-10T08:00:00+0100;17.12;129.61;0.87;148.79;0.0;15000.0;0.0
2021-06-10T09:00:00+0100;17.6;429.19;1.33;130.56;0.0;17000.0;0.0
2021-06-10T10:00:00+0100;18.04;679.0;2.13;117.41;0.0;21000.0;0.0
2021-06-10T11:00:00+0100;19.66;772.99;2.57;123.84;0.0;18000.0;0.0
2021-06-10T12:00:00+0100;19.91;779.92;3.07;144.69;0.0;18000.0;0.0
2021-06-10T13:00:00+0100;20.97;768.29;3.15;162.3;0.0;19000.0;0.0
2021-06-10T14:00:00+0100;22.73;698.61;3.57;169.38;0.0;13000.0;0.0
2021-06-10T15:00:00+0100;22.85;599.49;4.35;142.67;0.0;11000.0;0.0
2021-06-10T16:00:00+0100;22.32;464.93;3.99;141.39;0.0;5000.0;0.0
2021-06-10T17:00:00+0100;21.8;376.68;3.98;129.75;0.0;5000.0;0.0
2021-06-10T18:00:00+0100;21.65;251.9;3.65;142.71;0.0;6000.0;0.0
2021-06-10T19:00:00+0100;20.92;140.01;2.74;149.72;0.0;4000.0;0.0
2021-06-10T20:00:00+0100;20.43;48.44;2.37;141.62;0.0;3000.0;0.0
2021-06-10T21:00:00+0100;19.29;3.84;1.79;125.86;0.0;4000.0;0.0
2021-06-10T22:00:00+0100;18.5;0.02;1.41;144.21;0.0;6000.0;0.0
2021-06-10T23:00:00+0100;17.53;0.0;1.38;209.69;0.0;5000.0;0.0
2021-06-11T00:00:00+0100;16.92;0.0;1.1;251.8;0.0;4000.0;0.0
2021-06-11T01:00:00+0100;16.41;0.0;1.09;237.18;0.0;5000.0;0.0
2021-06-11T02:00:00+0100;15.91;0.0;1.25;238.01;0.0;4000.0;0.0
2021-06-11T03:00:00+0100;15.7;16.25;1.4;225.09;0.0;4000.0;0.0
2021-06-11T04:00:00+0100;15.58;85.98;1.2;232.27;0.0;4000.0;0.0
2021-06-11T05:00:00+0100;15.68;189.37;1.39;198.59;0.0;6000.0;0.0
2021-06-11T06:00:00+0100;16.37;284.79;1.74;166.33;0.0;17000.0;0.0
2021-06-11T07:00:00+0100;17.18;348.06;1.97;144.29;0.0;15000.0;0.0
2021-06-11T08:00:00+0100;18.27;448.49;2.23;172.96;0.0;15000.0;0.0
2021-06-11T09:00:00+0100;19.47;538.23;2.87;170.35;0.0;21000.0;0.0
2021-06-11T10:00:00+0100;21.26;494.33;3.19;164.86;0.0;16000.0;0.0
2021-06-11T11:00:00+0100;23.15;664.55;4.51;180.78;0.0;18000.0;0.0
2021-06-11T12:00:00+0100;24.31;526.03;4.99;183.5;0.0;16000.0;0.0
2021-06-11T13:00:00+0100;24.58;571.78;5.64;182.67;0.0;17000.0;0.0
2021-06-11T14:00:00+0100;23.69;296.92;5.77;186.18;0.0;16000.0;0.0
2021-06-11T15:00:00+0100;22.75;255.64;6.39;183.76;0.0;12000.0;0.0
2021-06-11T16:00:00+0100;22.86;152.25;4.88;184.88;0.0;6000.0;0.0
2021-06-11T17:00:00+0100;21.14;337.23;5.04;186.73;0.0;4000.0;0.0
2021-06-11T18:00:00+0100;20.8;258.78;5.73;189.94;0.0;4000.0;0.0
2021-06-11T19:00:00+0100;20.26;118.57;6.08;193.35;0.0;4000.0;0.0
2021-06-11T20:00:00+0100;19.61;16.59;5.14;194.12;0.0;4000.0;0.0
2021-06-11T21:00:00+0100;18.46;4.28;4.93;203.55;0.0;6000.0;0.0
2021-06-11T22:00:00+0100;17.78;0.02;3.93;215.54;0.0;5000.0;0.0
2021-06-11T23:00:00+0100;16.82;-0.04;4.14;269.79;0.0;5000.0;0.0
2021-06-12T00:00:00+0100;15.71;0.0;4.07;271.75;0.0;4000.0;0.0
2021-06-12T01:00:00+0100;14.62;0.0;2.37;272.77;0.0;5000.0;0.0
2021-06-12T02:00:00+0100;13.78;0.0;1.21;330.27;0.0;4000.0;0.0
2021-06-12T03:00:00+0100;13.1;17.08;1.09;257.22;0.0;5000.0;0.0
2021-06-12T04:00:00+0100;13.07;88.64;2.15;287.94;0.0;3000.0;0.0
2021-06-12T05:00:00+0100;13.34;198.27;4.74;280.65;0.0;4000.0;0.0
2021-06-12T06:00:00+0100;14.28;331.09;5.86;285.67;0.0;4000.0;0.0
2021-06-12T07:00:00+0100;15.14;472.46;6.02;305.32;0.0;4000.0;0.0
2021-06-12T08:00:00+0100;16.26;601.98;6.05;308.16;0.0;5000.0;0.0
2021-06-12T09:00:00+0100;17.8;703.14;5.87;315.83;0.0;6000.0;0.0
2021-06-12T10:00:00+0100;18.64;780.65;5.31;317.93;0.0;4000.0;0.0
2021-06-12T11:00:00+0100;19.08;836.73;4.8;313.96;0.0;3000.0;0.0
2021-06-12T12:00:00+0100;19.9;850.23;5.1;311.33;0.0;4000.0;0.0
2021-06-12T13:00:00+0100;20.21;830.95;5.52;307.85;0.0;5000.0;0.0
2021-06-12T14:00:00+0100;21.01;757.45;5.14;307.89;0.0;3000.0;0.0
2021-06-12T15:00:00+0100;21.09;657.61;5.57;304.05;0.0;4000.0;0.0
2021-06-12T16:00:00+0100;21.29;542.27;6.14;307.65;0.0;3000.0;0.0
2021-06-12T17:00:00+0100;20.66;411.89;6.39;309.58;0.0;4000.0;0.0
2021-06-12T18:00:00+0100;20.35;280.72;6.48;313.22;0.0;5000.0;0.0
2021-06-12T19:00:00+0100;19.92;157.45;5.87;305.01;0.0;4000.0;0.0
2021-06-12T20:00:00+0100;18.57;59.95;5.52;300.3;0.0;3000.0;0.0
2021-06-12T21:00:00+0100;17.09;5.0;5.38;291.47;0.0;4000.0;0.0
2021-06-12T22:00:00+0100;15.71;0.0;5.64;291.19;0.0;6000.0;0.0
2021-06-12T23:00:00+0100;14.61;0.0;6.52;290.97;0.0;5000.0;0.0
2021-06-13T00:00:00+0100;13.72;0.0;5.36;293.86;0.0;4000.0;0.0
2021-06-13T01:00:00+0100;13.02;0.0;5.26;293.2;0.0;5000.0;0.0
2021-06-13T02:00:00+0100;12.33;0.0;5.02;290.71;0.0;4000.0;0.0
2021-06-13T03:00:00+0100;11.84;18.81;4.37;286.78;0.0;4000.0;0.0
2021-06-13T04:00:00+0100;11.73;96.34;4.13;286.26;0.0;4000.0;0.0
2021-06-13T05:00:00+0100;12.0;208.85;4.33;291.2;0.0;4000.0;0.0
2021-06-13T06:00:00+0100;12.71;336.74;3.36;297.31;0.0;4000.0;0.0
2021-06-13T07:00:00+0100;13.46;474.92;3.32;308.18;0.0;4000.0;0.0
2021-06-13T08:00:00+0100;14.59;611.48;3.02;309.17;0.0;3000.0;0.0
2021-06-13T09:00:00+0100;16.2;696.82;2.94;306.02;0.0;4000.0;0.0
2021-06-13T10:00:00+0100;17.78;731.78;3.27;293.13;0.0;5000.0;0.0
2021-06-13T11:00:00+0100;19.42;796.28;3.43;291.98;0.0;4000.0;0.0
2021-06-13T12:00:00+0100;20.54;691.66;2.48;296.15;0.0;4000.0;0.0
2021-06-13T13:00:00+0100;21.1;676.54;3.08;298.38;0.0;4000.0;0.0
2021-06-13T14:00:00+0100;21.52;572.88;2.99;295.97;0.0;3000.0;0.0
2021-06-13T15:00:00+0100;21.7;452.38;3.03;289.75;0.0;4000.0;0.0
2021-06-13T16:00:00+0100;21.76;390.58;2.27;217.88;0.0;5000.0;0.0
2021-06-13T17:00:00+0100;21.67;333.47;2.38;212.0;0.0;3000.0;0.0
2021-06-13T18:00:00+0100;21.66;228.13;5.24;267.04;0.0;4000.0;0.0
2021-06-13T19:00:00+0100;21.86;134.71;4.81;265.15;0.0;4000.0;0.0
2021-06-13T20:00:00+0100;21.24;56.8;3.49;281.59;0.0;3000.0;0.0
2021-06-13T21:00:00+0100;20.33;4.91;1.79;241.12;0.0;4000.0;0.0
2021-06-13T22:00:00+0100;19.36;0.0;4.23;266.7;0.0;6000.0;0.0
2021-06-13T23:00:00+0100;18.23;0.02;2.9;262.27;0.0;5000.0;0.0
2021-06-14T00:00:00+0100;17.09;0.0;1.84;237.33;0.0;5000.0;0.0
2021-06-14T01:00:00+0100;16.37;0.0;2.52;223.84;0.0;4000.0;0.0
2021-06-14T02:00:00+0100;16.02;0.0;2.85;218.43;0.0;4000.0;0.0
2021-06-14T03:00:00+0100;15.67;11.89;3.09;204.38;0.0;4000.0;0.0
2021-06-14T04:00:00+0100;15.99;41.93;2.36;211.84;0.0;5000.0;0.0
2021-06-14T05:00:00+0100;16.47;43.64;2.83;205.35;0.0;6000.0;0.0
2021-06-14T06:00:00+0100;16.67;40.21;2.98;187.63;0.0;15000.0;0.0
2021-06-14T07:00:00+0100;17.18;59.92;3.59;191.37;0.0;15000.0;0.0
2021-06-14T08:00:00+0100;17.9;145.87;3.57;188.18;0.0;19000.0;0.0
2021-06-14T09:00:00+0100;18.92;123.55;4.14;194.72;0.0;16000.0;0.0
2021-06-14T10:00:00+0100;19.17;51.11;5.03;182.72;0.0;19000.0;0.0
2021-06-14T11:00:00+0100;17.98;33.97;4.91;176.55;0.0;18000.0;0.0
2021-06-14T12:00:00+0100;16.31;26.49;4.85;173.21;0.0;20000.0;0.0
2021-06-14T13:00:00+0100;15.96;126.42;6.01;179.72;0.0;20000.0;0.0
2021-06-14T14:00:00+0100;16.62;179.99;6.23;187.65;0.0;17000.0;0.0
2021-06-14T15:00:00+0100;17.29;374.85;6.39;194.85;0.0;12000.0;0.0
2021-06-14T16:00:00+0100;17.75;323.15;5.5;208.57;0.0;5000.0;0.0
2021-06-14T17:00:00+0100;18.86;359.59;5.4;257.25;0.0;4000.0;0.0
2021-06-14T18:00:00+0100;19.5;281.89;5.87;305.95;0.0;7000.0;0.0
2021-06-14T19:00:00+0100;18.48;161.86;6.32;286.7;0.0;4000.0;0.0
2021-06-14T20:00:00+0100;17.88;62.14;4.65;283.77;0.0;4000.0;0.0
2021-06-14T21:00:00+0100;16.58;5.58;2.88;259.8;0.0;4000.0;0.0
2021-06-14T22:00:00+0100;15.01;0.02;4.14;275.78;0.0;6000.0;0.0
2021-06-14T23:00:00+0100;13.33;0.0;4.09;270.22;0.0;4000.0;0.0
2021-06-15T00:00:00+0100;12.28;0.0;3.13;256.02;0.0;5000.0;0.0
2021-06-15T01:00:00+0100;11.23;0.0;2.15;261.03;0.0;4000.0;0.0
2021-06-15T02:00:00+0100;10.41;0.0;1.54;241.44;0.0;5000.0;0.0
2021-06-15T03:00:00+0100;9.92;18.63;1.63;247.64;0.0;5000.0;0.0
2021-06-15T04:00:00+0100;9.42;93.93;1.97;255.3;0.0;3000.0;0.0
2021-06-15T05:00:00+0100;10.25;203.92;2.6;277.51;0.0;6000.0;0.0
2021-06-15T06:00:00+0100;11.22;335.49;3.58;282.81;0.0;15000.0;0.0
2021-06-15T07:00:00+0100;13.1;469.27;4.97;283.78;0.0;14000.0;0.0
2021-06-15T08:00:00+0100;14.92;;5.46;285.42;0.0;18000.0;0.0
2021-06-15T09:00:00+0100;;697.98;;;0.0;19000.0;0.0
2021-06-15T10:00:00+0100;17.72;788.19;5.07;296.32;0.0;18000.0;0.0
2021-06-15T11:00:00+0100;18.75;846.36;5.61;293.51;0.0;17000.0;0.0
2021-06-15T12:00:00+0100;19.98;857.78;5.48;294.1;0.0;16000.0;0.0
2021-06-15T13:00:00+0100;20.83;829.38;5.11;290.68;0.0;18000.0;0.0
2021-06-15T14:00:00+0100;21.72;736.85;4.6;291.43;0.0;16000.0;0.0
2021-06-15T15:00:00+0100;22.09;653.01;4.52;302.11;0.0;10000.0;0.0
2021-06-15T16:00:00+0100;22.11;548.79;4.5;326.59;0.0;6000.0;0.0
2021-06-15T17:00:00+0100;21.91;436.85;4.54;333.34;0.0;7000.0;0.0
2021-06-15T18:00:00+0100;21.41;289.23;3.9;331.0;0.0;4000.0;0.0
2021-06-15T19:00:00+0100;20.94;165.2;3.46;333.35;0.0;5000.0;0.0
2021-06-15T20:00:00+0100;19.88;63.67;2.91;339.54;0.0;4000.0;0.0
2021-06-15T21:00:00+0100;18.03;5.65;2.8;305.3;0.0;4000.0;0.0
2021-06-15T22:00:00+0100;16.52;0.02;2.12;289.79;0.0;4000.0;0.0
2021-06-15T23:00:00+0100;15.11;-0.04;1.41;282.05;0.0;5000.0;0.0
2021-06-16T00:00:00+0100;13.86;0.0;1.47;268.71;0.0;5000.0;0.0
2021-06-16T01:00:00+0100;12.75;0.0;1.68;271.92;0.0;5000.0;0.0
2021-06-16T02:00:00+0100;12.33;0.0;1.72;272.33;0.0;4000.0;0.0
2021-06-16T03:00:00+0100;12.09;11.25;2.04;279.0;0.0;4000.0;0.0
2021-06-16T04:00:00+0100;11.9;56.48;1.48;282.07;0.0;4000.0;0.0
2021-06-16T05:00:00+0100;12.07;143.44;1.39;281.31;0.0;7000.0;0.0
2021-06-16T06:00:00+0100;13.08;78.64;1.06;282.41;0.0;13000.0;0.0
2021-06-16T07:00:00+0100;13.41;144.11;0.67;178.35;0.0;15000.0;0.0
2021-06-16T08:00:00+0100;14.48;436.07;1.71;174.55;0.0;18000.0;0.0
2021-06-16T09:00:00+0100;15.53;655.8;2.23;164.1;0.0;18000.0;0.0
2021-06-16T10:00:00+0100;17.28;717.27;2.78;155.91;0.0;17000.0;0.0
2021-06-16T11:00:00+0100;19.25;660.45;3.47;175.08;0.0;15000.0;0.0
2021-06-16T12:00:00+0100;20.36;658.08;4.21;184.37;0.0;17000.0;0.0
2021-06-16T13:00:00+0100;21.24;657.61;4.68;181.61;0.0;17000.0;0.0
2021-06-16T14:00:00+0100;22.5;507.33;5.14;183.08;0.0;14000.0;0.0
2021-06-16T15:00:00+0100;22.02;528.17;6.21;178.78;0.0;12000.0;0.0
2021-06-16T16:00:00+0100;20.96;469.94;6.31;178.38;0.0;5000.0;0.0
2021-06-16T17:00:00+0100;19.92;361.43;6.1;178.55;0.0;5000.0;0.0
2021-06-16T18:00:00+0100;19.12;261.4;6.0;178.6;0.0;6000.0;0.0
2021-06-16T19:00:00+0100;18.38;123.9;5.67;177.16;0.0;4000.0;0.0
2021-06-16T20:00:00+0100;17.49;44.38;4.61;173.13;0.0;4000.0;0.0
2021-06-16T21:00:00+0100;16.3;2.47;3.56;164.52;0.0;5000.0;0.0
2021-06-16T22:00:00+0100;15.4;0.04;2.95;164.66;0.0;4000.0;0.0
2021-06-16T23:00:00+0100;14.85;-0.04;2.47;168.29;0.0;5000.0;0.0
2021-06-17T00:00:00+0100;14.42;0.0;2.38;173.58;0.0;4000.0;0.0
2021-06-17T01:00:00+0100;14.07;0.0;2.05;182.25;0.0;4000.0;0.0
2021-06-17T02:00:00+0100;13.71;0.0;1.89;188.47;0.0;6000.0;0.0
2021-06-17T03:00:00+0100;13.37;16.84;1.59;189.66;0.0;3000.0;0.0
2021-06-17T04:00:00+0100;13.18;87.93;1.37;199.22;0.0;4000.0;0.0
2021-06-17T05:00:00+0100;13.68;191.71;1.4;185.44;0.0;6000.0;0.0
2021-06-17T06:00:00+0100;14.47;307.37;2.05;165.15;0.0;13000.0;0.0
2021-06-17T07:00:00+0100;15.65;431.68;2.7;162.67;0.0;15000.0;0.0
2021-06-17T08:00:00+0100;16.89;510.68;3.09;171.98;0.0;14000.0;0.0
2021-06-17T09:00:00+0100;18.55;665.97;3.68;162.31;0.0;15000.0;0.0
2021-06-17T10:00:00+0100;20.18;742.97;3.86;164.45;0.0;16000.0;0.0
2021-06-17T11:00:00+0100;21.3;775.52;4.24;143.51;0.0;18000.0;0.0
2021-06-17T12:00:00+0100;22.52;742.73;4.66;165.98;0.0;17000.0;0.0
2021-06-17T13:00:00+0100;22.9;744.26;4.35;161.46;0.0;17000.0;0.0
2021-06-17T14:00:00+0100;23.27;643.85;4.48;166.89;0.0;16000.0;0.0
2021-06-17T15:00:00+0100;23.9;413.77;4.27;157.67;0.0;10000.0;0.0
2021-06-17T16:00:00+0100;23.74;59.66;5.47;172.93;0.0;7000.0;0.0
2021-06-17T17:00:00+0100;23.41;55.26;3.57;170.07;0.0;5000.0;0.0
2021-06-17T18:00:00+0100;23.16;114.53;2.18;128.23;0.0;5000.0;0.0
2021-06-17T19:00:00+0100;22.38;21.78;3.11;131.69;0.0;4000.0;0.0
2021-06-17T20:00:00+0100;21.08;3.12;2.52;117.42;0.0;3000.0;0.0
2021-06-17T21:00:00+0100;18.17;0.32;2.89;103.2;0.0;4000.0;0.0
2021-06-17T22:00:00+0100;17.42;0.02;2.81;108.63;0.0;5000.0;0.0
2021-06-17T23:00:00+0100;17.26;-0.02;1.02;43.15;0.0;4000.0;0.0
2021-06-18T00:00:00+0100;16.95;0.0;1.83;78.07;0.0;5000.0;0.0
2021-06-18T01:00:00+0100;16.85;0.0;1.34;109.97;0.0;4000.0;0.0
2021-06-18T02:00:00+0100;16.92;0.0;1.73;120.84;0.0;5000.0;0.0
2021-06-18T03:00:00+0100;17.04;4.39;0.42;211.31;0.0;3000.0;0.0
2021-06-18T04:00:00+0100;17.1;50.58;0.35;141.96;0.0;4000.0;0.0
2021-06-18T05:00:00+0100;17.14;146.17;0.47;100.73;0.0;7000.0;0.0
2021-06-18T06:00:00+0100;17.25;276.53;0.22;9.33;0.0;14000.0;0.0
2021-06-18T07:00:00+0100;17.77;342.02;0.35;116.97;0.0;14000.0;0.0
2021-06-18T08:00:00+0100;18.59;295.2;1.01;134.13;0.0;15000.0;0.0
2021-06-18T09:00:00+0100;19.47;501.08;1.87;151.11;0.0;18000.0;0.0
2021-06-18T10:00:00+0100;21.42;578.18;2.63;167.37;0.0;20000.0;0.0
2021-06-18T11:00:00+0100;22.49;595.05;2.57;175.63;0.0;20000.0;0.0
2021-06-18T12:00:00+0100;23.23;284.01;3.1;181.08;0.0;16000.0;0.0
2021-06-18T13:00:00+0100;23.04;174.42;2.42;132.96;0.0;17000.0;0.0
2021-06-18T14:00:00+0100;22.98;279.21;2.63;106.47;0.0;14000.0;0.0
2021-06-18T15:00:00+0100;21.63;430.94;2.83;117.92;0.0;12000.0;0.0
2021-06-18T16:00:00+0100;20.55;267.22;3.27;102.39;0.0;6000.0;0.0
2021-06-18T17:00:00+0100;19.83;179.66;2.53;110.69;0.0;4000.0;0.0
2021-06-18T18:00:00+0100;19.45;266.33;2.49;103.66;0.0;3000.0;0.0
2021-06-18T19:00:00+0100;19.68;134.01;1.78;119.24;0.0;4000.0;0.0
2021-06-18T20:00:00+0100;19.24;46.05;1.66;130.48;0.0;3000.0;0.0
2021-06-18T21:00:00+0100;18.57;4.14;1.33;129.42;0.0;5000.0;0.0
2021-06-18T22:00:00+0100;17.86;-0.02;1.2;158.54;0.0;4000.0;0.0
2021-06-18T23:00:00+0100;17.27;0.04;0.76;217.42;0.0;4000.0;0.0
2021-06-19T00:00:00+0100;16.92;0.0;0.75;249.58;0.0;4000.0;0.0
2021-06-19T01:00:00+0100;16.83;0.0;0.82;329.09;0.0;4000.0;0.0
2021-06-19T02:00:00+0100;16.94;0.0;0.59;279.33;0.0;5000.0;0.0
2021-06-19T03:00:00+0100;16.79;5.21;0.94;321.55;0.0;5000.0;0.0
2021-06-19T04:00:00+0100;16.42;3.38;1.54;292.01;0.0;3000.0;0.0
2021-06-19T05:00:00+0100;15.99;15.16;1.93;349.0;0.0;3000.0;0.0
2021-06-19T06:00:00+0100;15.6;21.8;1.48;347.2;0.0;4000.0;0.0
2021-06-19T07:00:00+0100;15.66;146.61;0.96;338.02;0.0;3000.0;0.0
2021-06-19T08:00:00+0100;16.01;310.67;0.95;43.82;0.0;4000.0;0.0
2021-06-19T09:00:00+0100;15.75;70.39;1.9;64.64;0.0;4000.0;0.0
2021-06-19T10:00:00+0100;15.74;75.83;2.5;49.37;0.0;3000.0;0.0
2021-06-19T11:00:00+0100;15.68;74.55;1.84;26.98;0.0;3000.0;0.0
2021-06-19T12:00:00+0100;15.91;74.6;2.67;40.76;0.0;4000.0;0.0
2021-06-19T13:00:00+0100;16.53;41.24;2.67;36.57;0.0;4000.0;0.0
2021-06-19T14:00:00+0100;17.63;158.13;1.94;25.47;0.0;3000.0;0.0
2021-06-19T15:00:00+0100;17.49;216.68;1.44;347.48;0.0;4000.0;0.0
2021-06-19T16:00:00+0100;18.41;222.01;2.7;348.07;0.0;4000.0;0.0
2021-06-19T17:00:00+0100;19.02;93.18;2.69;2.66;0.0;3000.0;0.0
2021-06-19T18:00:00+0100;18.74;72.55;2.23;314.29;0.0;4000.0;0.0
2021-06-19T19:00:00+0100;17.82;31.76;2.35;315.2;0.0;4000.0;0.0
2021-06-19T20:00:00+0100;17.24;7.34;2.35;315.99;0.0;3000.0;0.0
2021-06-19T21:00:00+0100;16.69;0.84;3.58;335.45;0.0;4000.0;0.0
2021-06-19T22:00:00+0100;16.17;0.02;3.48;337.99;0.0;4000.0;0.0
2021-06-19T23:00:00+0100;15.45;-0.04;2.2;347.83;0.0;4000.0;0.0
2021-06-20T00:00:00+0100;14.98;0.0;1.64;8.18;0.0;4000.0;0.0
2021-06-20T01:00:00+0100;15.02;0.0;1.21;39.72;0.0;6000.0;0.0
2021-06-20T02:00:00+0100;14.91;0.0;0.96;74.34;0.0;4000.0;0.0
2021-06-20T03:00:00+0100;14.77;2.01;1.5;83.85;0.0;3000.0;0.0
2021-06-20T04:00:00+0100;14.78;10.36;1.1;54.19;0.0;4000.0;0.0
2021-06-20T05:00:00+0100;14.98;14.98;1.15;79.71;0.0;3000.0;0.0
2021-06-20T06:00:00+0100;15.18;32.14;1.01;117.88;0.0;4000.0;0.0
2021-06-20T07:00:00+0100;15.48;42.07;1.29;67.44;0.0;4000.0;0.0
2021-06-20T08:00:00+0100;15.83;33.57;1.79;100.73;0.0;4000.0;0.0
2021-06-20T09:00:00+0100;15.86;114.26;1.79;97.4;0.0;3000.0;0.0
2021-06-20T10:00:00+0100;16.18;128.34;1.72;117.88;0.0;3000.0;0.0
2021-06-20T11:00:00+0100;16.56;185.38;1.27;148.03;0.0;4000.0;0.0
2021-06-20T12:00:00+0100;16.72;133.84;1.01;43.0;0.0;3000.0;0.0
2021-06-20T13:00:00+0100;16.76;100.76;2.11;57.35;0.0;5000.0;0.0
2021-06-20T14:00:00+0100;17.27;211.61;2.62;51.83;0.0;3000.0;0.0
2021-06-20T15:00:00+0100;17.8;35.93;2.9;29.59;0.0;3000.0;0.0
2021-06-20T16:00:00+0100;17.41;24.38;1.99;333.62;0.0;4000.0;0.0
2021-06-20T17:00:00+0100;16.92;13.42;2.04;314.17;0.0;4000.0;0.0
2021-06-20T18:00:00+0100;16.58;6.22;1.95;337.05;0.0;3000.0;0.0
2021-06-20T19:00:00+0100;16.35;11.27;1.42;338.97;0.0;5000.0;0.0
2021-06-20T20:00:00+0100;16.35;2.7;1.69;307.23;0.0;3000.0;0.0
2021-06-20T21:00:00+0100;16.17;0.2;1.22;339.18;0.0;4000.0;0.0
2021-06-20T22:00:00+0100;16.0;0.02;1.39;358.05;0.0;4000.0;0.0
2021-06-20T23:00:00+0100;15.96;0.0;0.51;338.99;0.0;4000.0;0.0
2021-06-21T00:00:00+0100;15.9;0.0;2.76;123.79;0.0;4000.0;0.0
2021-06-21T01:00:00+0100;15.89;0.0;4.57;152.83;0.0;5000.0;0.0
2021-06-21T02:00:00+0100;14.96;0.0;2.62;141.19;0.0;4000.0;0.0
2021-06-21T03:00:00+0100;14.81;1.55;1.17;177.06;0.0;4000.0;0.0
2021-06-21T04:00:00+0100;14.66;3.57;1.41;171.03;0.0;3000.0;0.0
2021-06-21T05:00:00+0100;14.71;3.26;1.66;178.11;0.0;7000.0;0.0
2021-06-21T06:00:00+0100;14.69;5.67;1.9;156.32;0.0;16000.0;0.0
2021-06-21T07:00:00+0100;14.84;16.04;1.03;209.66;0.0;15000.0;0.0
2021-06-21T08:00:00+0100;16.01;19.71;0.99;154.46;0.0;15000.0;0.0
2021-06-21T09:00:00+0100;16.89;20.63;1.26;155.92;0.0;18000.0;0.0
2021-06-21T10:00:00+0100;16.77;56.38;3.68;156.94;0.0;18000.0;0.0
2021-06-21T11:00:00+0100;17.11;117.67;2.59;174.43;0.0;16000.0;0.0
2021-06-21T12:00:00+0100;17.41;365.53;1.61;168.45;0.0;20000.0;0.0
2021-06-21T13:00:00+0100;18.39;576.26;1.64;75.65;0.0;20000.0;0.0
2021-06-21T14:00:00+0100;19.4;497.78;1.63;121.01;0.0;18000.0;0.0
2021-06-21T15:00:00+0100;19.42;182.97;3.65;115.09;0.0;12000.0;0.0
2021-06-21T16:00:00+0100;18.12;131.86;3.7;151.2;0.0;7000.0;0.0
2021-06-21T17:00:00+0100;17.35;171.65;2.99;146.73;0.0;4000.0;0.0
2021-06-21T18:00:00+0100;16.83;80.27;3.05;132.04;0.0;4000.0;0.0
2021-06-21T19:00:00+0100;16.62;25.54;2.31;133.7;0.0;4000.0;0.0
2021-06-21T20:00:00+0100;15.91;18.16;1.77;120.74;0.0;4000.0;0.0
2021-06-21T21:00:00+0100;15.59;2.22;0.68;105.12;0.0;4000.0;0.0
2021-06-21T22:00:00+0100;15.38;0.02;0.7;10.86;0.0;5000.0;0.0
2021-06-21T23:00:00+0100;14.99;0.0;1.38;308.98;0.0;4000.0;0.0
2021-06-22T00:00:00+0100;14.73;0.0;1.79;276.37;0.0;4000.0;0.0
2021-06-22T01:00:00+0100;14.47;0.0;1.21;272.26;0.0;6000.0;0.0
2021-06-22T02:00:00+0100;14.39;0.0;1.61;282.81;0.0;5000.0;0.0
2021-06-22T03:00:00+0100;14.2;0.94;1.9;288.8;0.0;4000.0;0.0
2021-06-22T04:00:00+0100;14.18;2.29;2.33;288.59;0.0;3000.0;0.0
2021-06-22T05:00:00+0100;14.34;5.24;2.35;304.47;0.0;7000.0;0.0
2021-06-22T06:00:00+0100;14.25;10.71;4.18;355.62;0.0;15000.0;0.0
2021-06-22T07:00:00+0100;14.2;15.37;4.35;353.34;0.0;14000.0;0.0
2021-06-22T08:00:00+0100;14.25;18.43;3.77;356.18;0.0;16000.0;0.0
2021-06-22T09:00:00+0100;14.55;36.57;3.38;348.18;0.0;18000.0;0.0
2021-06-22T10:00:00+0100;15.36;19.58;3.59;357.08;0.0;20000.0;0.0
2021-06-22T11:00:00+0100;15.88;28.45;3.35;351.49;0.0;13000.0;0.0
2021-06-22T12:00:00+0100;16.34;48.76;3.63;355.36;0.0;10000.0;0.0
2021-06-22T13:00:00+0100;17.26;102.62;3.65;356.6;0.0;19000.0;0.0
2021-06-22T14:00:00+0100;17.58;86.0;3.87;5.17;0.0;16000.0;0.0
2021-06-22T15:00:00+0100;18.55;482.52;3.42;6.24;0.0;13000.0;0.0
2021-06-22T16:00:00+0100;18.81;435.25;3.83;67.69;0.0;7000.0;0.0
2021-06-22T17:00:00+0100;18.85;;3.96;70.13;0.0;5000.0;0.0
2021-06-22T18:00:00+0100;;256.62;;;0.0;3000.0;0.0
2021-06-22T19:00:00+0100;18.85;142.08;2.14;92.63;0.0;5000.0;0.0
2021-06-22T20:00:00+0100;18.41;57.07;1.14;60.95;0.0;3000.0;0.0
2021-06-22T21:00:00+0100;17.06;6.1;0.37;13.2;0.0;4000.0;0.0
