Header_line;22
location;Drammen - Norway
year_of_construction;2013
floor_area;1429
number_of_users;96
building_category;Kdg
energy_label;C
central_heating_system;1
dhw_heat_source;GSHP,EB
sh_heat_source;GSHP,EB
ventilation_heat_source;GSHP,EB
ventilation_types;CAV_sch
night_setback;1
lighting_control;1
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;6421

;Weather variable;Weather variable;Weather variable;Weather variable;Electricity use;Electricity import;Heat production
;C;W/m2;m/s;deg;Wh;Wh;Wh
;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Electricity for electric boiler;Electricity imported ;Heat from heat pumps
TimeStamp;Tout;SolGlob;WindSpd;WindDir;ElBoil;ElImp;HtHP
2018-05-11T17:00:00+0100;18.49;310.75;2.91;8.53;0.0;11000.0;10000.0
2018-05-11T18:00:00+0100;17.69;184.72;2.86;11.82;0.0;13000.0;0.0
2018-05-11T19:00:00+0100;16.53;72.48;2.57;10.17;0.0;16000.0;10000.0
2018-05-11T20:00:00+0100;14.97;7.26;1.91;4.66;0.0;17000.0;10000.0
2018-05-11T21:00:00+0100;13.27;-0.01;1.93;337.06;0.0;14000.0;10000.0
2018-05-11T22:00:00+0100;13.1;0.0;1.34;311.27;0.0;15000.0;10000.0
2018-05-11T23:00:00+0100;12.87;0.0;1.29;309.1;0.0;14000.0;0.0
2018-05-12T00:00:00+0100;12.65;0.0;1.29;347.28;0.0;15000.0;20000.0
2018-05-12T01:00:00+0100;12.38;0.02;1.12;348.83;0.0;13000.0;0.0
2018-05-12T02:00:00+0100;12.2;-0.02;1.03;282.79;0.0;15000.0;10000.0
2018-05-12T03:00:00+0100;11.73;0.0;1.31;263.51;0.0;14000.0;10000.0
2018-05-12T04:00:00+0100;11.27;16.36;1.07;278.77;0.0;14000.0;10000.0
2018-05-12T05:00:00+0100;11.08;87.0;0.8;280.63;0.0;12000.0;10000.0
2018-05-12T06:00:00+0100;11.27;220.52;0.6;267.53;0.0;14000.0;10000.0
2018-05-12T07:00:00+0100;11.92;308.04;0.93;355.19;0.0;12000.0;10000.0
2018-05-12T08:00:00+0100;12.88;465.51;0.62;46.36;0.0;12000.0;0.0
2018-05-12T09:00:00+0100;14.24;592.35;0.87;105.97;0.0;13000.0;10000.0
2018-05-12T10:00:00+0100;15.54;685.27;1.27;104.26;0.0;13000.0;10000.0
2018-05-12T11:00:00+0100;16.76;732.4;1.85;117.03;0.0;11000.0;0.0
2018-05-12T12:00:00+0100;17.82;609.62;2.06;120.53;0.0;11000.0;10000.0
2018-05-12T13:00:00+0100;18.56;415.29;1.89;101.13;0.0;13000.0;0.0
2018-05-12T14:00:00+0100;18.67;430.42;1.79;107.11;0.0;11000.0;10000.0
2018-05-12T15:00:00+0100;18.92;567.05;2.32;157.73;0.0;13000.0;0.0
2018-05-12T16:00:00+0100;18.89;432.06;2.65;129.17;0.0;12000.0;10000.0
2018-05-12T17:00:00+0100;18.48;289.51;2.2;138.82;0.0;13000.0;10000.0
2018-05-12T18:00:00+0100;17.43;177.66;1.93;128.62;0.0;11000.0;0.0
2018-05-12T19:00:00+0100;16.12;71.35;1.31;124.7;0.0;12000.0;10000.0
2018-05-12T20:00:00+0100;14.45;7.77;0.71;171.39;0.0;15000.0;10000.0
2018-05-12T21:00:00+0100;12.92;-0.01;0.88;265.07;0.0;14000.0;10000.0
2018-05-12T22:00:00+0100;11.48;0.0;1.17;265.55;0.0;14000.0;10000.0
2018-05-12T23:00:00+0100;10.25;0.02;1.48;259.6;0.0;14000.0;10000.0
2018-05-13T00:00:00+0100;9.51;0.0;1.68;257.07;0.0;16000.0;20000.0
2018-05-13T01:00:00+0100;8.61;0.0;1.65;260.57;0.0;14000.0;10000.0
2018-05-13T02:00:00+0100;8.04;-0.02;1.77;282.2;0.0;17000.0;10000.0
2018-05-13T03:00:00+0100;8.05;0.04;1.24;290.21;0.0;15000.0;20000.0
2018-05-13T04:00:00+0100;8.14;11.68;1.79;284.37;0.0;15000.0;10000.0
2018-05-13T05:00:00+0100;8.39;32.97;2.42;293.69;0.0;15000.0;20000.0
2018-05-13T06:00:00+0100;8.97;72.27;1.58;281.74;0.0;13000.0;10000.0
2018-05-13T07:00:00+0100;9.66;204.45;1.91;288.7;0.0;16000.0;10000.0
2018-05-13T08:00:00+0100;10.55;460.03;2.22;295.2;0.0;12000.0;10000.0
2018-05-13T09:00:00+0100;11.73;377.36;1.93;351.19;0.0;14000.0;10000.0
2018-05-13T10:00:00+0100;12.05;273.99;1.12;45.13;0.0;13000.0;10000.0
2018-05-13T11:00:00+0100;13.84;196.21;1.72;46.95;0.0;13000.0;10000.0
2018-05-13T12:00:00+0100;14.96;351.73;1.03;54.55;0.0;14000.0;0.0
2018-05-13T13:00:00+0100;17.46;562.51;0.8;38.38;0.0;10000.0;0.0
2018-05-13T14:00:00+0100;20.46;626.76;0.85;39.34;0.0;12000.0;10000.0
2018-05-13T15:00:00+0100;22.08;550.79;1.5;50.3;0.0;13000.0;0.0
2018-05-13T16:00:00+0100;22.6;418.48;0.94;90.4;0.0;12000.0;10000.0
2018-05-13T17:00:00+0100;22.6;302.48;0.81;115.93;0.0;10000.0;0.0
2018-05-13T18:00:00+0100;21.94;186.45;0.63;111.53;0.0;12000.0;0.0
2018-05-13T19:00:00+0100;21.59;74.98;0.82;157.04;0.0;12000.0;10000.0
2018-05-13T20:00:00+0100;20.39;4.46;0.65;241.37;0.0;11000.0;0.0
2018-05-13T21:00:00+0100;18.57;0.0;0.94;279.2;0.0;12000.0;10000.0
2018-05-13T22:00:00+0100;17.67;0.0;1.18;260.4;0.0;12000.0;0.0
2018-05-13T23:00:00+0100;16.67;0.0;1.3;279.08;0.0;13000.0;10000.0
2018-05-14T00:00:00+0100;15.86;0.0;1.41;251.99;0.0;15000.0;10000.0
2018-05-14T01:00:00+0100;15.24;0.0;1.53;259.26;0.0;12000.0;10000.0
2018-05-14T02:00:00+0100;14.46;0.0;1.66;271.63;0.0;15000.0;10000.0
2018-05-14T03:00:00+0100;13.92;0.18;1.35;281.02;0.0;12000.0;0.0
2018-05-14T04:00:00+0100;13.47;36.57;1.25;283.53;0.0;12000.0;10000.0
2018-05-14T05:00:00+0100;13.53;132.44;1.35;292.51;0.0;17000.0;10000.0
2018-05-14T06:00:00+0100;13.67;256.29;1.02;315.36;0.0;21000.0;10000.0
2018-05-14T07:00:00+0100;14.49;388.08;0.95;7.42;0.0;20000.0;0.0
2018-05-14T08:00:00+0100;15.98;513.64;1.09;38.82;0.0;19000.0;10000.0
2018-05-14T09:00:00+0100;17.96;622.04;0.94;55.45;0.0;20000.0;0.0
2018-05-14T10:00:00+0100;19.58;704.13;0.96;90.19;0.0;20000.0;0.0
2018-05-14T11:00:00+0100;20.72;750.81;1.19;118.25;0.0;18000.0;10000.0
2018-05-14T12:00:00+0100;22.13;759.58;1.02;118.08;0.0;16000.0;0.0
2018-05-14T13:00:00+0100;23.2;731.53;0.87;112.4;0.0;19000.0;0.0
2018-05-14T14:00:00+0100;24.69;666.72;0.8;116.17;0.0;21000.0;0.0
2018-05-14T15:00:00+0100;25.04;572.19;0.96;98.48;0.0;18000.0;10000.0
2018-05-14T16:00:00+0100;25.39;460.06;1.14;118.03;0.0;15000.0;0.0
2018-05-14T17:00:00+0100;25.21;330.5;1.27;115.94;0.0;14000.0;0.0
2018-05-14T18:00:00+0100;24.9;198.96;1.0;119.22;0.0;12000.0;0.0
2018-05-14T19:00:00+0100;24.15;84.55;0.42;190.55;0.0;11000.0;0.0
2018-05-14T20:00:00+0100;22.42;10.9;0.51;252.32;0.0;12000.0;10000.0
2018-05-14T21:00:00+0100;19.76;0.0;1.33;279.23;0.0;13000.0;0.0
2018-05-14T22:00:00+0100;17.35;0.0;1.38;258.34;0.0;13000.0;10000.0
2018-05-14T23:00:00+0100;15.72;0.0;1.5;258.23;0.0;14000.0;10000.0
2018-05-15T00:00:00+0100;14.55;0.0;1.74;263.93;0.0;13000.0;10000.0
2018-05-15T01:00:00+0100;13.4;0.0;1.68;273.37;0.0;13000.0;10000.0
2018-05-15T02:00:00+0100;12.39;0.0;1.78;283.69;0.0;13000.0;10000.0
2018-05-15T03:00:00+0100;11.63;0.35;1.78;285.82;0.0;14000.0;10000.0
2018-05-15T04:00:00+0100;10.91;36.45;1.92;282.49;0.0;13000.0;10000.0
2018-05-15T05:00:00+0100;10.96;122.53;1.83;286.63;0.0;13000.0;0.0
2018-05-15T06:00:00+0100;11.85;242.13;1.45;297.95;0.0;20000.0;10000.0
2018-05-15T07:00:00+0100;13.41;378.78;1.66;313.73;0.0;21000.0;0.0
2018-05-15T08:00:00+0100;15.03;499.92;1.84;315.72;0.0;20000.0;10000.0
2018-05-15T09:00:00+0100;16.99;620.57;1.56;344.22;0.0;18000.0;0.0
2018-05-15T10:00:00+0100;19.55;681.52;1.45;0.15;0.0;17000.0;0.0
2018-05-15T11:00:00+0100;21.92;724.52;1.19;18.57;0.0;19000.0;10000.0
2018-05-15T12:00:00+0100;23.76;758.92;0.76;70.77;0.0;17000.0;0.0
2018-05-15T13:00:00+0100;25.36;736.44;1.66;125.24;0.0;17000.0;0.0
2018-05-15T14:00:00+0100;26.43;671.82;1.53;136.71;0.0;18000.0;0.0
2018-05-15T15:00:00+0100;26.52;576.41;0.93;152.64;0.0;17000.0;10000.0
2018-05-15T16:00:00+0100;27.12;440.32;1.88;235.66;0.0;11000.0;0.0
2018-05-15T17:00:00+0100;26.44;296.7;2.1;247.31;0.0;12000.0;0.0
2018-05-15T18:00:00+0100;25.89;185.32;1.82;265.84;0.0;13000.0;0.0
2018-05-15T19:00:00+0100;25.15;83.48;1.28;285.74;0.0;10000.0;0.0
2018-05-15T20:00:00+0100;24.0;11.84;1.41;244.42;0.0;11000.0;10000.0
2018-05-15T21:00:00+0100;22.18;0.0;1.44;250.49;0.0;11000.0;0.0
2018-05-15T22:00:00+0100;19.58;0.0;1.62;244.17;0.0;12000.0;0.0
2018-05-15T23:00:00+0100;17.49;0.0;1.33;250.83;0.0;13000.0;10000.0
2018-05-16T00:00:00+0100;16.05;0.0;1.42;273.22;0.0;13000.0;10000.0
2018-05-16T01:00:00+0100;15.0;0.0;1.45;280.24;0.0;12000.0;0.0
2018-05-16T02:00:00+0100;14.08;0.02;2.05;282.22;0.0;14000.0;10000.0
2018-05-16T03:00:00+0100;13.24;0.61;2.0;290.79;0.0;13000.0;10000.0
2018-05-16T04:00:00+0100;12.61;42.53;1.74;288.03;0.0;11000.0;10000.0
2018-05-16T05:00:00+0100;12.42;140.65;1.79;290.68;0.0;13000.0;0.0
2018-05-16T06:00:00+0100;13.34;265.56;1.78;290.52;0.0;18000.0;10000.0
2018-05-16T07:00:00+0100;14.58;397.55;1.5;301.39;0.0;21000.0;0.0
2018-05-16T08:00:00+0100;16.34;521.6;1.64;329.33;0.0;22000.0;10000.0
2018-05-16T09:00:00+0100;18.59;628.32;2.1;358.04;0.0;19000.0;0.0
2018-05-16T10:00:00+0100;21.18;705.42;2.52;9.87;0.0;21000.0;0.0
2018-05-16T11:00:00+0100;23.69;753.61;3.08;10.54;0.0;20000.0;0.0
2018-05-16T12:00:00+0100;24.82;767.15;3.36;13.68;0.0;19000.0;0.0
2018-05-16T13:00:00+0100;26.34;738.3;3.23;13.78;0.0;20000.0;10000.0
2018-05-16T14:00:00+0100;27.1;673.87;3.35;10.42;0.0;21000.0;0.0
2018-05-16T15:00:00+0100;27.28;521.15;3.75;6.12;0.0;19000.0;0.0
2018-05-16T16:00:00+0100;27.64;417.4;3.53;356.79;0.0;12000.0;0.0
2018-05-16T17:00:00+0100;26.46;329.39;6.56;352.51;0.0;10000.0;0.0
2018-05-16T18:00:00+0100;26.09;130.49;8.41;8.14;0.0;14000.0;0.0
2018-05-16T19:00:00+0100;23.86;80.47;6.58;5.15;0.0;14000.0;10000.0
2018-05-16T20:00:00+0100;20.98;12.78;5.05;12.74;0.0;11000.0;0.0
2018-05-16T21:00:00+0100;18.15;0.01;4.3;12.76;0.0;13000.0;10000.0
2018-05-16T22:00:00+0100;15.69;0.0;5.04;4.94;0.0;12000.0;0.0
2018-05-16T23:00:00+0100;14.0;0.0;4.22;8.74;0.0;13000.0;10000.0
2018-05-17T00:00:00+0100;12.68;0.0;4.19;3.58;0.0;14000.0;10000.0
2018-05-17T01:00:00+0100;11.91;0.0;3.82;7.24;0.0;13000.0;10000.0
2018-05-17T02:00:00+0100;11.6;0.0;3.96;3.14;0.0;14000.0;10000.0
2018-05-17T03:00:00+0100;11.25;0.44;3.95;4.36;0.0;12000.0;10000.0
2018-05-17T04:00:00+0100;10.75;5.09;4.04;357.15;0.0;14000.0;10000.0
2018-05-17T05:00:00+0100;10.45;21.02;4.06;10.07;0.0;12000.0;0.0
2018-05-17T06:00:00+0100;10.65;32.14;4.31;15.43;0.0;14000.0;20000.0
2018-05-17T07:00:00+0100;11.34;19.31;3.96;359.21;0.0;14000.0;0.0
2018-05-17T08:00:00+0100;12.45;41.64;3.59;7.53;0.0;13000.0;10000.0
2018-05-17T09:00:00+0100;12.26;612.49;1.47;65.03;0.0;13000.0;10000.0
2018-05-17T10:00:00+0100;13.66;685.98;4.58;20.13;0.0;12000.0;10000.0
2018-05-17T11:00:00+0100;14.49;754.64;4.22;26.35;0.0;12000.0;0.0
2018-05-17T12:00:00+0100;16.01;748.86;3.63;21.59;0.0;13000.0;10000.0
2018-05-17T13:00:00+0100;17.26;732.31;3.29;34.19;0.0;11000.0;0.0
2018-05-17T14:00:00+0100;18.22;670.66;3.24;53.22;0.0;12000.0;10000.0
2018-05-17T15:00:00+0100;19.37;584.0;3.33;11.69;0.0;11000.0;0.0
2018-05-17T16:00:00+0100;19.62;469.31;3.67;7.59;0.0;10000.0;0.0
2018-05-17T17:00:00+0100;19.15;341.59;4.11;5.39;0.0;11000.0;10000.0
2018-05-17T18:00:00+0100;18.95;211.06;4.2;23.59;0.0;13000.0;0.0
2018-05-17T19:00:00+0100;18.17;92.04;3.95;27.08;0.0;12000.0;10000.0
2018-05-17T20:00:00+0100;17.14;15.34;2.97;17.78;0.0;12000.0;10000.0
2018-05-17T21:00:00+0100;15.54;0.0;2.53;356.65;0.0;13000.0;0.0
2018-05-17T22:00:00+0100;13.55;0.0;2.72;343.8;0.0;14000.0;20000.0
2018-05-17T23:00:00+0100;12.21;0.0;2.64;347.41;0.0;14000.0;0.0
2018-05-18T00:00:00+0100;11.07;0.0;2.88;352.23;0.0;14000.0;20000.0
2018-05-18T01:00:00+0100;10.33;0.0;2.72;355.71;0.0;13000.0;10000.0
2018-05-18T02:00:00+0100;9.86;0.0;2.42;351.19;0.0;13000.0;10000.0
2018-05-18T03:00:00+0100;9.33;1.32;2.19;350.86;0.0;14000.0;10000.0
2018-05-18T04:00:00+0100;8.76;48.95;1.84;339.69;0.0;13000.0;10000.0
2018-05-18T05:00:00+0100;8.93;151.05;1.72;329.83;0.0;14000.0;10000.0
2018-05-18T06:00:00+0100;9.63;279.02;1.95;4.63;0.0;18000.0;10000.0
2018-05-18T07:00:00+0100;10.75;413.97;1.96;32.9;0.0;20000.0;0.0
2018-05-18T08:00:00+0100;12.61;540.83;2.22;33.33;0.0;21000.0;10000.0
2018-05-18T09:00:00+0100;14.35;647.95;2.27;27.95;0.0;21000.0;0.0
2018-05-18T10:00:00+0100;16.03;729.4;2.15;22.82;0.0;19000.0;10000.0
2018-05-18T11:00:00+0100;17.03;777.43;1.44;27.87;0.0;20000.0;0.0
2018-05-18T12:00:00+0100;18.08;787.33;1.15;50.79;0.0;22000.0;10000.0
2018-05-18T13:00:00+0100;18.75;758.87;1.87;101.42;0.0;19000.0;0.0
2018-05-18T14:00:00+0100;19.94;694.44;2.01;111.11;0.0;19000.0;10000.0
2018-05-18T15:00:00+0100;20.34;597.43;1.82;107.12;0.0;15000.0;0.0
2018-05-18T16:00:00+0100;20.73;478.49;1.31;106.88;0.0;11000.0;0.0
2018-05-18T17:00:00+0100;20.88;346.4;1.65;131.5;0.0;12000.0;10000.0
2018-05-18T18:00:00+0100;20.51;213.57;2.4;126.69;0.0;15000.0;0.0
2018-05-18T19:00:00+0100;19.47;96.43;2.15;119.85;0.0;13000.0;0.0
2018-05-18T20:00:00+0100;18.08;16.62;1.39;159.84;0.0;14000.0;10000.0
2018-05-18T21:00:00+0100;16.17;0.01;1.61;238.89;0.0;12000.0;10000.0
2018-05-18T22:00:00+0100;14.66;0.0;1.05;246.41;0.0;14000.0;10000.0
2018-05-18T23:00:00+0100;13.26;0.0;1.56;239.09;0.0;14000.0;10000.0
2018-05-19T00:00:00+0100;11.93;0.0;1.54;264.87;0.0;16000.0;10000.0
2018-05-19T01:00:00+0100;10.96;0.0;1.62;281.22;0.0;12000.0;10000.0
2018-05-19T02:00:00+0100;10.29;0.0;1.74;289.24;0.0;15000.0;10000.0
2018-05-19T03:00:00+0100;9.59;1.69;1.53;290.43;0.0;13000.0;10000.0
2018-05-19T04:00:00+0100;8.8;49.39;1.57;286.33;0.0;13000.0;10000.0
2018-05-19T05:00:00+0100;9.06;148.67;1.03;283.81;0.0;12000.0;10000.0
2018-05-19T06:00:00+0100;10.23;271.89;0.85;292.14;0.0;14000.0;10000.0
2018-05-19T07:00:00+0100;11.95;387.42;0.71;318.7;0.0;12000.0;10000.0
2018-05-19T08:00:00+0100;13.9;503.9;0.27;16.13;0.0;11000.0;0.0
2018-05-19T09:00:00+0100;15.65;592.76;0.56;101.58;0.0;12000.0;10000.0
2018-05-19T10:00:00+0100;17.54;663.1;1.28;112.43;0.0;11000.0;0.0
2018-05-19T11:00:00+0100;19.74;698.58;1.99;115.76;0.0;9000.0;0.0
2018-05-19T12:00:00+0100;21.57;748.85;2.04;140.38;0.0;12000.0;10000.0
2018-05-19T13:00:00+0100;22.62;725.4;2.69;147.56;0.0;11000.0;0.0
2018-05-19T14:00:00+0100;22.88;684.38;3.76;174.72;0.0;11000.0;0.0
2018-05-19T15:00:00+0100;22.94;587.84;3.25;188.9;0.0;10000.0;10000.0
2018-05-19T16:00:00+0100;22.88;474.76;3.35;208.46;0.0;11000.0;0.0
2018-05-19T17:00:00+0100;22.37;345.31;4.03;207.21;0.0;10000.0;0.0
2018-05-19T18:00:00+0100;21.16;214.61;4.33;201.62;0.0;12000.0;0.0
2018-05-19T19:00:00+0100;19.85;98.47;3.79;197.63;0.0;11000.0;10000.0
2018-05-19T20:00:00+0100;18.4;18.34;2.04;197.05;0.0;11000.0;10000.0
2018-05-19T21:00:00+0100;16.49;0.0;0.8;202.32;0.0;12000.0;0.0
2018-05-19T22:00:00+0100;15.01;0.0;1.36;233.14;0.0;14000.0;10000.0
2018-05-19T23:00:00+0100;13.51;0.0;1.51;245.57;0.0;13000.0;10000.0
2018-05-20T00:00:00+0100;11.98;0.0;1.41;239.82;0.0;15000.0;10000.0
2018-05-20T01:00:00+0100;10.93;0.0;1.3;239.31;0.0;13000.0;10000.0
2018-05-20T02:00:00+0100;9.87;0.0;1.19;246.35;0.0;15000.0;10000.0
2018-05-20T03:00:00+0100;8.97;2.11;1.48;250.09;0.0;16000.0;20000.0
2018-05-20T04:00:00+0100;8.61;49.41;1.28;249.67;0.0;13000.0;10000.0
2018-05-20T05:00:00+0100;9.16;144.77;1.21;252.48;0.0;15000.0;10000.0
2018-05-20T06:00:00+0100;10.23;275.1;0.67;257.48;0.0;12000.0;0.0
2018-05-20T07:00:00+0100;11.48;412.07;0.64;157.73;0.0;13000.0;20000.0
2018-05-20T08:00:00+0100;13.14;516.43;1.24;151.8;0.0;12000.0;0.0
2018-05-20T09:00:00+0100;15.29;615.98;1.85;206.95;0.0;12000.0;0.0
2018-05-20T10:00:00+0100;18.36;722.67;2.6;218.29;0.0;10000.0;10000.0
2018-05-20T11:00:00+0100;21.06;763.63;3.35;220.95;0.0;11000.0;0.0
2018-05-20T12:00:00+0100;22.69;743.18;3.94;218.64;0.0;10000.0;0.0
2018-05-20T13:00:00+0100;23.68;739.58;4.0;216.58;0.0;11000.0;0.0
2018-05-20T14:00:00+0100;24.2;686.89;4.58;215.23;0.0;10000.0;0.0
2018-05-20T15:00:00+0100;23.57;584.32;4.94;197.01;0.0;10000.0;10000.0
2018-05-20T16:00:00+0100;23.32;464.49;5.97;192.89;0.0;10000.0;0.0
2018-05-20T17:00:00+0100;22.0;326.19;6.04;192.67;0.0;12000.0;0.0
2018-05-20T18:00:00+0100;21.68;172.45;5.83;192.84;0.0;12000.0;10000.0
2018-05-20T19:00:00+0100;20.63;83.24;5.36;192.15;0.0;9000.0;0.0
2018-05-20T20:00:00+0100;19.29;17.04;4.7;195.12;0.0;12000.0;10000.0
2018-05-20T21:00:00+0100;17.59;-0.01;3.17;207.11;0.0;12000.0;0.0
2018-05-20T22:00:00+0100;16.1;0.0;1.85;223.67;0.0;12000.0;10000.0
2018-05-20T23:00:00+0100;14.71;0.0;1.21;241.34;0.0;14000.0;10000.0
2018-05-21T00:00:00+0100;13.53;0.02;1.25;252.08;0.0;13000.0;10000.0
2018-05-21T01:00:00+0100;12.37;0.0;1.22;249.44;0.0;13000.0;10000.0
2018-05-21T02:00:00+0100;11.45;-0.02;1.19;240.76;0.0;13000.0;10000.0
2018-05-21T03:00:00+0100;10.7;2.8;1.19;244.05;0.0;13000.0;10000.0
2018-05-21T04:00:00+0100;10.1;55.56;1.21;246.63;0.0;13000.0;10000.0
2018-05-21T05:00:00+0100;10.28;155.85;1.1;240.73;0.0;13000.0;10000.0
2018-05-21T06:00:00+0100;11.24;278.92;0.75;232.85;0.0;12000.0;10000.0
2018-05-21T07:00:00+0100;12.9;404.36;0.52;234.26;0.0;13000.0;0.0
2018-05-21T08:00:00+0100;14.54;526.43;1.23;168.59;0.0;11000.0;10000.0
2018-05-21T09:00:00+0100;16.44;640.92;2.36;166.38;0.0;10000.0;0.0
2018-05-21T10:00:00+0100;19.67;717.78;2.87;176.27;0.0;13000.0;0.0
2018-05-21T11:00:00+0100;21.59;759.84;3.62;177.79;0.0;11000.0;0.0
2018-05-21T12:00:00+0100;22.3;766.57;3.81;172.22;0.0;10000.0;0.0
2018-05-21T13:00:00+0100;22.76;689.43;4.23;151.18;0.0;11000.0;10000.0
2018-05-21T14:00:00+0100;22.97;590.48;4.42;154.58;0.0;10000.0;0.0
2018-05-21T15:00:00+0100;23.67;434.21;3.65;211.91;0.0;11000.0;0.0
2018-05-21T16:00:00+0100;23.26;321.57;4.12;206.4;0.0;12000.0;10000.0
2018-05-21T17:00:00+0100;22.34;239.29;3.87;208.4;0.0;10000.0;0.0
2018-05-21T18:00:00+0100;21.62;170.31;3.07;204.34;0.0;11000.0;0.0
2018-05-21T19:00:00+0100;20.63;81.55;2.67;194.21;0.0;11000.0;10000.0
2018-05-21T20:00:00+0100;18.72;16.79;1.39;198.97;0.0;11000.0;0.0
2018-05-21T21:00:00+0100;16.55;0.01;1.4;172.7;0.0;12000.0;10000.0
2018-05-21T22:00:00+0100;14.59;-0.02;1.1;241.47;0.0;15000.0;10000.0
2018-05-21T23:00:00+0100;13.41;0.0;1.17;220.92;0.0;12000.0;10000.0
2018-05-22T00:00:00+0100;12.4;0.02;1.09;241.02;0.0;14000.0;10000.0
2018-05-22T01:00:00+0100;11.45;-0.02;1.28;250.82;0.0;12000.0;10000.0
2018-05-22T02:00:00+0100;10.93;0.0;1.18;261.28;0.0;14000.0;10000.0
2018-05-22T03:00:00+0100;10.21;2.06;1.18;253.2;0.0;14000.0;10000.0
2018-05-22T04:00:00+0100;9.68;38.38;1.24;254.99;0.0;13000.0;10000.0
2018-05-22T05:00:00+0100;9.89;85.03;1.09;257.08;0.0;13000.0;10000.0
2018-05-22T06:00:00+0100;10.6;133.08;0.74;246.5;0.0;21000.0;10000.0
2018-05-22T07:00:00+0100;11.82;190.94;0.36;299.06;0.0;19000.0;0.0
2018-05-22T08:00:00+0100;13.78;223.71;0.59;114.73;0.0;19000.0;10000.0
2018-05-22T09:00:00+0100;15.95;488.71;0.37;111.0;0.0;19000.0;0.0
2018-05-22T10:00:00+0100;17.81;682.25;0.48;55.6;0.0;18000.0;0.0
2018-05-22T11:00:00+0100;19.85;768.57;0.84;83.61;0.0;19000.0;10000.0
2018-05-22T12:00:00+0100;21.2;789.27;1.25;94.11;0.0;19000.0;0.0
2018-05-22T13:00:00+0100;22.73;757.91;1.51;95.1;0.0;18000.0;0.0
2018-05-22T14:00:00+0100;23.6;692.73;1.65;97.89;0.0;19000.0;10000.0
2018-05-22T15:00:00+0100;23.52;594.47;1.64;100.93;0.0;15000.0;0.0
2018-05-22T16:00:00+0100;24.3;462.97;1.89;138.82;0.0;14000.0;0.0
2018-05-22T17:00:00+0100;24.58;344.9;1.79;224.11;0.0;11000.0;0.0
2018-05-22T18:00:00+0100;23.51;222.2;2.23;218.41;0.0;11000.0;10000.0
2018-05-22T19:00:00+0100;22.78;106.08;1.67;200.32;0.0;10000.0;0.0
2018-05-22T20:00:00+0100;21.39;23.14;1.23;212.47;0.0;13000.0;0.0
2018-05-22T21:00:00+0100;19.29;0.0;1.56;242.5;0.0;12000.0;10000.0
2018-05-22T22:00:00+0100;17.04;0.02;1.82;246.37;0.0;13000.0;0.0
2018-05-22T23:00:00+0100;15.48;-0.02;1.38;260.79;0.0;14000.0;10000.0
2018-05-23T00:00:00+0100;13.99;0.0;0.97;331.48;0.0;12000.0;10000.0
2018-05-23T01:00:00+0100;13.01;0.02;2.07;328.48;0.0;14000.0;10000.0
2018-05-23T02:00:00+0100;12.12;-0.02;1.63;344.02;0.0;14000.0;10000.0
2018-05-23T03:00:00+0100;11.31;3.8;1.54;321.07;0.0;13000.0;10000.0
2018-05-23T04:00:00+0100;10.76;58.23;1.87;283.26;0.0;12000.0;10000.0
2018-05-23T05:00:00+0100;11.14;159.51;1.61;287.37;0.0;13000.0;0.0
2018-05-23T06:00:00+0100;12.14;284.65;1.88;348.96;0.0;16000.0;10000.0
2018-05-23T07:00:00+0100;13.74;416.15;2.11;27.13;0.0;20000.0;0.0
2018-05-23T08:00:00+0100;15.82;540.2;1.97;37.1;0.0;19000.0;10000.0
2018-05-23T09:00:00+0100;17.88;646.5;1.74;46.69;0.0;19000.0;0.0
2018-05-23T10:00:00+0100;19.53;727.01;1.13;55.62;0.0;20000.0;0.0
2018-05-23T11:00:00+0100;20.58;775.49;0.97;82.07;0.0;20000.0;0.0
2018-05-23T12:00:00+0100;22.25;786.81;1.65;112.07;0.0;22000.0;10000.0
2018-05-23T13:00:00+0100;23.74;760.21;1.79;102.86;0.0;26000.0;0.0
2018-05-23T14:00:00+0100;24.54;696.32;2.34;91.51;0.0;18000.0;0.0
2018-05-23T15:00:00+0100;25.02;601.42;2.33;92.79;0.0;19000.0;10000.0
2018-05-23T16:00:00+0100;25.25;484.69;1.94;160.9;0.0;13000.0;0.0
2018-05-23T17:00:00+0100;24.93;356.57;2.42;197.62;0.0;11000.0;0.0
2018-05-23T18:00:00+0100;23.89;226.03;3.62;140.02;0.0;11000.0;0.0
2018-05-23T19:00:00+0100;23.39;108.75;2.35;155.17;0.0;10000.0;0.0
2018-05-23T20:00:00+0100;21.65;25.06;1.31;217.97;0.0;11000.0;10000.0
2018-05-23T21:00:00+0100;19.37;-0.01;1.08;238.57;0.0;12000.0;0.0
2018-05-23T22:00:00+0100;16.92;0.02;1.01;256.62;0.0;13000.0;10000.0
2018-05-23T23:00:00+0100;14.89;0.0;1.77;247.61;0.0;13000.0;0.0
2018-05-24T00:00:00+0100;13.56;0.0;1.46;257.21;0.0;14000.0;10000.0
2018-05-24T01:00:00+0100;12.7;0.0;1.39;257.83;0.0;13000.0;10000.0
2018-05-24T02:00:00+0100;11.6;0.0;1.48;250.59;0.0;14000.0;10000.0
